;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Mass density, kg/m3;Mass density, kg/m3_std
307937;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.0;101.0;992.33;0.05
307938;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;283.0;101.0;999.713;0.05
307939;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.0;101.0;999.13;0.05
307940;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.0;101.0;998.247;0.05
307941;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.0;101.0;997.099;0.05
307942;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.0;101.0;995.709;0.05
307943;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.0;101.0;994.099;0.05
307944;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.0;101.0;992.25;0.05
307945;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;283.0;101.0;999.719;0.05
307946;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.0;101.0;999.129;0.05
307947;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.0;101.0;998.238;0.05
307948;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.0;101.0;997.083;0.05
307949;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.0;101.0;995.697;0.05
307950;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.0;101.0;994.091;0.05
307951;j.jct.2012.11.032;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.0;101.0;992.27;0.05
310609;j.jct.2012.12.007;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;809.89;0.01
310610;j.jct.2012.12.007;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;806.47;0.01
310611;j.jct.2012.12.007;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.325;802.22;0.01
311157;j.jct.2012.12.010;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;275.15;101.0;999.94;0.1
311158;j.jct.2012.12.010;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;279.15;101.0;999.94;0.1
311159;j.jct.2012.12.010;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;283.15;101.0;999.7;0.1
311881;j.jct.2012.12.017;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;785.2;0.03
311883;j.jct.2012.12.017;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;101.325;679.57;0.03
314622;j.jct.2013.01.008;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.0;998.24;0.02
314623;j.jct.2013.01.008;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;997.07;0.02
314624;j.jct.2013.01.008;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;995.68;0.02
314625;j.jct.2013.01.008;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;994.07;0.02
314626;j.jct.2013.01.008;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.0;992.25;0.02
314627;j.jct.2013.01.008;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;318.15;101.0;990.24;0.02
316843;j.jct.2013.01.015;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.325;997.1;0.001
317930;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.15;101.0;999.094;0.05
317931;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.0;998.2;0.05
317932;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;997.036;0.05
317933;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;995.63;0.05
317934;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;994.018;0.05
317935;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.15;101.0;999.097;0.05
317936;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;995.628;0.05
317937;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;994.019;0.05
317938;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.15;101.0;999.098;0.05
317939;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;997.039;0.05
317940;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;995.625;0.05
317941;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;994.015;0.05
317942;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.0;998.197;0.05
317943;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;997.037;0.05
317944;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;995.629;0.05
317945;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;994.014;0.05
317946;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.15;101.0;999.093;0.05
317947;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.0;998.193;0.05
317948;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;997.032;0.05
317949;j.jct.2013.01.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;995.633;0.05
325065;j.jct.2013.03.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.325;997.04;0.5
327181;j.jct.2013.04.015;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;784.7;0.2
327182;j.jct.2013.04.015;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.0;776.2;0.2
327183;j.jct.2013.04.015;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;318.15;101.0;767.0;0.2
327187;j.jct.2013.04.015;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;805.7;0.2
327188;j.jct.2013.04.015;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.0;798.0;0.2
327189;j.jct.2013.04.015;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;318.15;101.0;790.1;0.2
327193;j.jct.2013.04.015;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;997.1;0.2
327194;j.jct.2013.04.015;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;994.1;0.2
327195;j.jct.2013.04.015;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;318.15;101.0;990.2;0.2
330845;j.jct.2013.05.009;2,2,4-trimethylpentane;CC(C)CC(C)(C)C;31921-36-5;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;298.15;101.0;687.68;0.05
330846;j.jct.2013.05.009;2,2,4-trimethylpentane;CC(C)CC(C)(C)C;31921-36-5;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;308.15;101.0;679.45;0.05
330847;j.jct.2013.05.009;2,2,4-trimethylpentane;CC(C)CC(C)(C)C;31921-36-5;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;318.15;101.0;671.3;0.05
330848;j.jct.2013.05.009;2,2,4-trimethylpentane;CC(C)CC(C)(C)C;31921-36-5;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;328.15;101.0;663.17;0.05
330863;j.jct.2013.05.009;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;805.74;0.05
330864;j.jct.2013.05.009;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.0;798.07;0.05
330865;j.jct.2013.05.009;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;318.15;101.0;790.38;0.05
330866;j.jct.2013.05.009;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;328.15;101.0;782.58;0.05
335231;j.jct.2013.05.019;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.325;998.22;0.05
335232;j.jct.2013.05.019;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.325;997.06;0.05
335233;j.jct.2013.05.019;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.325;995.66;0.05
335234;j.jct.2013.05.019;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.325;994.04;0.05
335477;j.jct.2013.05.021;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;997.056;0.05
337717;j.jct.2013.05.037;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.325;998.587;0.04
337718;j.jct.2013.05.037;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.325;997.425;0.04
337719;j.jct.2013.05.037;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.325;996.04;0.04
337720;j.jct.2013.05.037;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.325;994.425;0.04
338396;j.jct.2013.05.041;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.325;998.9;0.5
338397;j.jct.2013.05.041;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.325;997.9;0.5
338398;j.jct.2013.05.041;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.325;996.6;0.5
338399;j.jct.2013.05.041;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.325;993.4;0.5
338400;j.jct.2013.05.041;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;323.15;101.325;989.4;0.5
338401;j.jct.2013.05.041;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;333.15;101.325;984.7;0.5
338402;j.jct.2013.05.041;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;343.15;101.325;979.3;0.5
339700;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;1000.0;680.4;0.7
339701;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;5000.0;684.2;0.7
339702;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;10000.0;688.6;0.7
339703;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;15000.0;692.8;0.7
339704;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;20000.0;696.7;0.7
339705;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;25000.0;700.4;0.7
339706;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;30000.0;704.0;0.7
339707;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;35000.0;707.4;0.7
339708;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;40000.0;710.7;0.7
339709;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;45000.0;713.8;0.7
339710;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;50000.0;716.8;0.7
339711;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;55000.0;719.7;0.7
339712;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;60000.0;722.5;0.7
339713;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;65000.0;725.2;0.7
339714;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;70000.0;727.9;0.7
339715;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;80000.0;732.9;0.7
339716;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;90000.0;737.7;0.7
339717;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;100000.0;742.3;0.7
339723;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;1000.0;667.6;0.7
339724;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;5000.0;671.8;0.7
339725;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;10000.0;676.7;0.7
339726;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;15000.0;681.3;0.7
339727;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;20000.0;685.6;0.7
339728;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;25000.0;689.5;0.7
339729;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;30000.0;693.5;0.7
339730;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;35000.0;697.1;0.7
339731;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;40000.0;700.5;0.7
339732;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;45000.0;703.9;0.7
339733;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;50000.0;707.2;0.7
339734;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;55000.0;710.3;0.7
339735;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;60000.0;713.3;0.7
339736;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;65000.0;716.1;0.7
339737;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;70000.0;718.9;0.7
339738;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;80000.0;724.2;0.7
339739;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;90000.0;729.3;0.7
339740;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;100000.0;734.0;0.7
339746;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;1000.0;650.0;0.7
339747;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;5000.0;655.0;0.7
339748;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;10000.0;660.6;0.7
339749;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;15000.0;665.8;0.7
339750;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;20000.0;670.6;0.7
339751;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;25000.0;675.1;0.7
339752;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;30000.0;679.4;0.7
339753;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;35000.0;683.4;0.7
339754;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;40000.0;687.3;0.7
339755;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;45000.0;690.9;0.7
339756;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;50000.0;694.4;0.7
339757;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;55000.0;697.7;0.7
339758;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;60000.0;701.0;0.7
339759;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;65000.0;704.1;0.7
339760;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;70000.0;707.1;0.7
339761;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;80000.0;712.8;0.7
339762;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;90000.0;718.2;0.7
339763;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;333.15;100000.0;723.2;0.7
339769;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;1000.0;632.1;0.7
339770;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;5000.0;637.8;0.7
339771;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;10000.0;644.3;0.7
339772;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;15000.0;650.3;0.7
339773;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;20000.0;655.7;0.7
339774;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;25000.0;660.8;0.7
339775;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;30000.0;665.5;0.7
339776;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;35000.0;670.0;0.7
339777;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;40000.0;674.1;0.7
339778;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;45000.0;678.1;0.7
339779;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;50000.0;682.0;0.7
339780;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;55000.0;685.5;0.7
339781;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;60000.0;689.1;0.7
339782;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;65000.0;692.4;0.7
339783;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;70000.0;695.7;0.7
339784;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;80000.0;701.7;0.7
339785;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;90000.0;707.5;0.7
339786;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;353.15;100000.0;712.8;0.7
339791;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;1000.0;613.3;0.7
339792;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;5000.0;620.1;0.7
339793;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;10000.0;627.7;0.7
339794;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;15000.0;634.5;0.7
339795;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;20000.0;640.7;0.7
339796;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;25000.0;646.3;0.7
339797;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;30000.0;651.6;0.7
339798;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;35000.0;656.5;0.7
339799;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;40000.0;661.1;0.7
339800;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;45000.0;665.5;0.7
339801;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;50000.0;669.6;0.7
339802;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;55000.0;673.5;0.7
339803;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;60000.0;677.3;0.7
339804;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;65000.0;680.8;0.7
339805;j.jct.2013.05.051;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;373.15;70000.0;684.3;0.7
