,filename,components,smiles,"Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
1460920,je800110r,decane,CCCCCCCCCC,745.4,1.0,,,,,,,,,,,,
1460921,je800110r,decane,CCCCCCCCCC,745.6,1.0,,,,,,,,,,,,
1460922,je800110r,decane,CCCCCCCCCC,745.5,1.0,,,,,,,,,,,,
1460923,je800110r,decane,CCCCCCCCCC,745.5,1.0,,,,,,,,,,,,
1460924,je800110r,decane,CCCCCCCCCC,745.5,1.0,,,,,,,,,,,,
1460925,je800110r,decane,CCCCCCCCCC,745.5,1.0,,,,,,,,,,,,
1460926,je800110r,decane,CCCCCCCCCC,745.5,1.0,,,,,,,,,,,,
1460927,je800110r,decane,CCCCCCCCCC,745.5,1.0,,,,,,,,,,,,
1460928,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460929,je800110r,decane,CCCCCCCCCC,745.4,1.0,,,,,,,,,,,,
1460930,je800110r,decane,CCCCCCCCCC,745.5,1.0,,,,,,,,,,,,
1460931,je800110r,decane,CCCCCCCCCC,745.4,1.0,,,,,,,,,,,,
1460932,je800110r,decane,CCCCCCCCCC,745.4,1.0,,,,,,,,,,,,
1460933,je800110r,decane,CCCCCCCCCC,745.5,1.0,,,,,,,,,,,,
1460934,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460935,je800110r,decane,CCCCCCCCCC,745.4,1.0,,,,,,,,,,,,
1460936,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460937,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460938,je800110r,decane,CCCCCCCCCC,745.4,1.0,,,,,,,,,,,,
1460939,je800110r,decane,CCCCCCCCCC,745.4,1.0,,,,,,,,,,,,
1460940,je800110r,decane,CCCCCCCCCC,745.4,1.0,,,,,,,,,,,,
1460941,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460942,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460943,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460944,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460945,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460946,je800110r,decane,CCCCCCCCCC,745.3,1.0,,,,,,,,,,,,
1460947,je800110r,decane,CCCCCCCCCC,745.1,1.0,,,,,,,,,,,,
1460948,je800110r,decane,CCCCCCCCCC,745.1,1.0,,,,,,,,,,,,
1460949,je800110r,decane,CCCCCCCCCC,745.2,1.0,,,,,,,,,,,,
1460950,je800110r,decane,CCCCCCCCCC,745.2,1.0,,,,,,,,,,,,
1460951,je800110r,decane,CCCCCCCCCC,745.1,1.0,,,,,,,,,,,,
1460952,je800110r,decane,CCCCCCCCCC,745.2,1.0,,,,,,,,,,,,
1460953,je800110r,decane,CCCCCCCCCC,745.1,1.0,,,,,,,,,,,,
1460954,je800110r,decane,CCCCCCCCCC,745.2,1.0,,,,,,,,,,,,
1460955,je800110r,decane,CCCCCCCCCC,745.2,1.0,,,,,,,,,,,,
1460956,je800110r,decane,CCCCCCCCCC,745.1,1.0,,,,,,,,,,,,
1460957,je800110r,decane,CCCCCCCCCC,745.1,1.0,,,,,,,,,,,,
1460958,je800110r,decane,CCCCCCCCCC,745.2,1.0,,,,,,,,,,,,
1460959,je800110r,decane,CCCCCCCCCC,745.1,1.0,,,,,,,,,,,,
1460960,je800110r,decane,CCCCCCCCCC,745.0,1.0,,,,,,,,,,,,
1460961,je800110r,decane,CCCCCCCCCC,745.0,1.0,,,,,,,,,,,,
1460962,je800110r,decane,CCCCCCCCCC,745.0,1.0,,,,,,,,,,,,
1460963,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460964,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460965,je800110r,decane,CCCCCCCCCC,745.0,1.0,,,,,,,,,,,,
1460966,je800110r,decane,CCCCCCCCCC,745.0,1.0,,,,,,,,,,,,
1460967,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460968,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460969,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460970,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460971,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460972,je800110r,decane,CCCCCCCCCC,744.8,1.0,,,,,,,,,,,,
1460973,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460974,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460975,je800110r,decane,CCCCCCCCCC,744.8,1.0,,,,,,,,,,,,
1460976,je800110r,decane,CCCCCCCCCC,744.9,1.0,,,,,,,,,,,,
1460977,je800110r,decane,CCCCCCCCCC,744.8,1.0,,,,,,,,,,,,
1460978,je800110r,decane,CCCCCCCCCC,744.7,1.0,,,,,,,,,,,,
1460979,je800110r,decane,CCCCCCCCCC,744.8,1.0,,,,,,,,,,,,
1460980,je800110r,decane,CCCCCCCCCC,744.7,1.0,,,,,,,,,,,,
1460981,je800110r,decane,CCCCCCCCCC,744.6,1.0,,,,,,,,,,,,
1460982,je800110r,decane,CCCCCCCCCC,744.7,1.0,,,,,,,,,,,,
1460983,je800110r,decane,CCCCCCCCCC,744.7,1.0,,,,,,,,,,,,
1460984,je800110r,decane,CCCCCCCCCC,744.8,1.0,,,,,,,,,,,,
1460985,je800110r,decane,CCCCCCCCCC,744.6,1.0,,,,,,,,,,,,
1460986,je800110r,decane,CCCCCCCCCC,744.6,1.0,,,,,,,,,,,,
1460987,je800110r,decane,CCCCCCCCCC,744.6,1.0,,,,,,,,,,,,
1460988,je800110r,decane,CCCCCCCCCC,744.5,1.0,,,,,,,,,,,,
1460989,je800110r,decane,CCCCCCCCCC,744.6,1.0,,,,,,,,,,,,
1460990,je800110r,decane,CCCCCCCCCC,744.6,1.0,,,,,,,,,,,,
1460991,je800110r,decane,CCCCCCCCCC,744.6,1.0,,,,,,,,,,,,
1460992,je800110r,decane,CCCCCCCCCC,744.7,1.0,,,,,,,,,,,,
1460993,je800110r,decane,CCCCCCCCCC,744.5,1.0,,,,,,,,,,,,
1460994,je800110r,decane,CCCCCCCCCC,744.5,1.0,,,,,,,,,,,,
1460995,je800110r,decane,CCCCCCCCCC,744.7,1.0,,,,,,,,,,,,
1460996,je800110r,decane,CCCCCCCCCC,744.5,1.0,,,,,,,,,,,,
1460997,je800110r,decane,CCCCCCCCCC,744.4,1.0,,,,,,,,,,,,
1460998,je800110r,decane,CCCCCCCCCC,744.3,1.0,,,,,,,,,,,,
1460999,je800110r,decane,CCCCCCCCCC,744.5,1.0,,,,,,,,,,,,
1461000,je800110r,decane,CCCCCCCCCC,744.4,1.0,,,,,,,,,,,,
1461001,je800110r,decane,CCCCCCCCCC,744.5,1.0,,,,,,,,,,,,
1461002,je800110r,decane,CCCCCCCCCC,744.4,1.0,,,,,,,,,,,,
1461003,je800110r,decane,CCCCCCCCCC,744.5,1.0,,,,,,,,,,,,
1461004,je800110r,decane,CCCCCCCCCC,744.3,1.0,,,,,,,,,,,,
1461005,je800110r,decane,CCCCCCCCCC,744.4,1.0,,,,,,,,,,,,
1461006,je800110r,decane,CCCCCCCCCC,744.4,1.0,,,,,,,,,,,,
1461007,je800110r,decane,CCCCCCCCCC,744.3,1.0,,,,,,,,,,,,
1461008,je800110r,decane,CCCCCCCCCC,744.4,1.0,,,,,,,,,,,,
1461009,je800110r,decane,CCCCCCCCCC,744.4,1.0,,,,,,,,,,,,
1461010,je800110r,decane,CCCCCCCCCC,744.3,1.0,,,,,,,,,,,,
1461011,je800110r,decane,CCCCCCCCCC,744.3,1.0,,,,,,,,,,,,
1461012,je800110r,decane,CCCCCCCCCC,744.2,1.0,,,,,,,,,,,,
1461013,je800110r,decane,CCCCCCCCCC,744.3,1.0,,,,,,,,,,,,
1461014,je800110r,decane,CCCCCCCCCC,744.3,1.0,,,,,,,,,,,,
1461015,je800110r,decane,CCCCCCCCCC,744.2,1.0,,,,,,,,,,,,
1461016,je800110r,decane,CCCCCCCCCC,744.2,1.0,,,,,,,,,,,,
1461017,je800110r,decane,CCCCCCCCCC,744.2,1.0,,,,,,,,,,,,
1461018,je800110r,decane,CCCCCCCCCC,744.2,1.0,,,,,,,,,,,,
1461019,je800110r,decane,CCCCCCCCCC,744.1,1.0,,,,,,,,,,,,
1461020,je800110r,decane,CCCCCCCCCC,744.2,1.0,,,,,,,,,,,,
1461021,je800110r,decane,CCCCCCCCCC,744.1,1.0,,,,,,,,,,,,
1461022,je800110r,decane,CCCCCCCCCC,744.2,1.0,,,,,,,,,,,,
1461023,je800110r,decane,CCCCCCCCCC,744.0,1.0,,,,,,,,,,,,
1461024,je800110r,decane,CCCCCCCCCC,744.0,1.0,,,,,,,,,,,,
1461025,je800110r,decane,CCCCCCCCCC,744.1,1.0,,,,,,,,,,,,
1461026,je800110r,decane,CCCCCCCCCC,743.9,1.0,,,,,,,,,,,,
1461027,je800110r,decane,CCCCCCCCCC,744.1,1.0,,,,,,,,,,,,
1461028,je800110r,decane,CCCCCCCCCC,744.0,1.0,,,,,,,,,,,,
1461029,je800110r,decane,CCCCCCCCCC,743.9,1.0,,,,,,,,,,,,
1461030,je800110r,decane,CCCCCCCCCC,744.0,1.0,,,,,,,,,,,,
1461031,je800110r,decane,CCCCCCCCCC,744.0,1.0,,,,,,,,,,,,
1461032,je800110r,decane,CCCCCCCCCC,743.9,1.0,,,,,,,,,,,,
1461033,je800110r,decane,CCCCCCCCCC,744.0,1.0,,,,,,,,,,,,
1461034,je800110r,decane,CCCCCCCCCC,744.0,1.0,,,,,,,,,,,,
1461035,je800110r,decane,CCCCCCCCCC,743.9,1.0,,,,,,,,,,,,
1461036,je800110r,decane,CCCCCCCCCC,744.0,1.0,,,,,,,,,,,,
1461037,je800110r,decane,CCCCCCCCCC,743.8,1.0,,,,,,,,,,,,
1461038,je800110r,decane,CCCCCCCCCC,743.8,1.0,,,,,,,,,,,,
1461039,je800110r,decane,CCCCCCCCCC,743.9,1.0,,,,,,,,,,,,
1461040,je800110r,decane,CCCCCCCCCC,743.9,1.0,,,,,,,,,,,,
1461041,je800110r,decane,CCCCCCCCCC,743.9,1.0,,,,,,,,,,,,
1461042,je800110r,decane,CCCCCCCCCC,743.8,1.0,,,,,,,,,,,,
1461043,je800110r,decane,CCCCCCCCCC,743.9,1.0,,,,,,,,,,,,
1461044,je800110r,decane,CCCCCCCCCC,743.8,1.0,,,,,,,,,,,,
1461045,je800110r,decane,CCCCCCCCCC,743.8,1.0,,,,,,,,,,,,
1461046,je800110r,decane,CCCCCCCCCC,743.8,1.0,,,,,,,,,,,,
1461047,je800110r,decane,CCCCCCCCCC,743.7,1.0,,,,,,,,,,,,
1461048,je800110r,decane,CCCCCCCCCC,743.7,1.0,,,,,,,,,,,,
1461049,je800110r,decane,CCCCCCCCCC,743.7,1.0,,,,,,,,,,,,
1461050,je800110r,decane,CCCCCCCCCC,743.8,1.0,,,,,,,,,,,,
1461051,je800110r,decane,CCCCCCCCCC,743.7,1.0,,,,,,,,,,,,
1461052,je800110r,decane,CCCCCCCCCC,743.7,1.0,,,,,,,,,,,,
1461053,je800110r,decane,CCCCCCCCCC,743.6,1.0,,,,,,,,,,,,
1461054,je800110r,decane,CCCCCCCCCC,743.7,1.0,,,,,,,,,,,,
1461055,je800110r,decane,CCCCCCCCCC,743.6,1.0,,,,,,,,,,,,
1461056,je800110r,decane,CCCCCCCCCC,743.6,1.0,,,,,,,,,,,,
1461057,je800110r,decane,CCCCCCCCCC,743.6,1.0,,,,,,,,,,,,
1461058,je800110r,decane,CCCCCCCCCC,743.6,1.0,,,,,,,,,,,,
1461059,je800110r,decane,CCCCCCCCCC,743.6,1.0,,,,,,,,,,,,
1461060,je800110r,decane,CCCCCCCCCC,743.5,1.0,,,,,,,,,,,,
1461061,je800110r,decane,CCCCCCCCCC,743.6,1.0,,,,,,,,,,,,
1461062,je800110r,decane,CCCCCCCCCC,743.6,1.0,,,,,,,,,,,,
1461063,je800110r,decane,CCCCCCCCCC,743.5,1.0,,,,,,,,,,,,
1461064,je800110r,decane,CCCCCCCCCC,743.6,1.0,,,,,,,,,,,,
1461065,je800110r,decane,CCCCCCCCCC,743.5,1.0,,,,,,,,,,,,
1461066,je800110r,decane,CCCCCCCCCC,743.5,1.0,,,,,,,,,,,,
1461067,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461068,je800110r,decane,CCCCCCCCCC,743.5,1.0,,,,,,,,,,,,
1461069,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461070,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461071,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461072,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461073,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461074,je800110r,decane,CCCCCCCCCC,743.5,1.0,,,,,,,,,,,,
1461075,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461076,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461077,je800110r,decane,CCCCCCCCCC,743.3,1.0,,,,,,,,,,,,
1461078,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461079,je800110r,decane,CCCCCCCCCC,743.2,1.0,,,,,,,,,,,,
1461080,je800110r,decane,CCCCCCCCCC,743.3,1.0,,,,,,,,,,,,
1461081,je800110r,decane,CCCCCCCCCC,743.2,1.0,,,,,,,,,,,,
1461082,je800110r,decane,CCCCCCCCCC,743.4,1.0,,,,,,,,,,,,
1461083,je800110r,decane,CCCCCCCCCC,743.2,1.0,,,,,,,,,,,,
1461084,je800110r,decane,CCCCCCCCCC,743.2,1.0,,,,,,,,,,,,
1461085,je800110r,decane,CCCCCCCCCC,743.3,1.0,,,,,,,,,,,,
1461086,je800110r,decane,CCCCCCCCCC,743.3,1.0,,,,,,,,,,,,
1461087,je800110r,decane,CCCCCCCCCC,743.3,1.0,,,,,,,,,,,,
1461088,je800110r,decane,CCCCCCCCCC,743.2,1.0,,,,,,,,,,,,
1461089,je800110r,decane,CCCCCCCCCC,743.2,1.0,,,,,,,,,,,,
1461090,je800110r,decane,CCCCCCCCCC,743.3,1.0,,,,,,,,,,,,
1461091,je800110r,decane,CCCCCCCCCC,743.1,1.0,,,,,,,,,,,,
1461092,je800110r,decane,CCCCCCCCCC,743.1,1.0,,,,,,,,,,,,
1461093,je800110r,decane,CCCCCCCCCC,743.2,1.0,,,,,,,,,,,,
1461094,je800110r,decane,CCCCCCCCCC,743.1,1.0,,,,,,,,,,,,
1461095,je800110r,decane,CCCCCCCCCC,743.2,1.0,,,,,,,,,,,,
1461096,je800110r,decane,CCCCCCCCCC,743.1,1.0,,,,,,,,,,,,
1461097,je800110r,decane,CCCCCCCCCC,743.1,1.0,,,,,,,,,,,,
1461098,je800110r,decane,CCCCCCCCCC,743.2,1.0,,,,,,,,,,,,
1461099,je800110r,decane,CCCCCCCCCC,743.1,1.0,,,,,,,,,,,,
1461100,je800110r,decane,CCCCCCCCCC,743.0,1.0,,,,,,,,,,,,
1461101,je800110r,decane,CCCCCCCCCC,743.1,1.0,,,,,,,,,,,,
1461102,je800110r,decane,CCCCCCCCCC,743.0,1.0,,,,,,,,,,,,
1461103,je800110r,decane,CCCCCCCCCC,743.0,1.0,,,,,,,,,,,,
1461104,je800110r,decane,CCCCCCCCCC,742.9,1.0,,,,,,,,,,,,
1461105,je800110r,decane,CCCCCCCCCC,742.9,1.0,,,,,,,,,,,,
1461106,je800110r,decane,CCCCCCCCCC,742.9,1.0,,,,,,,,,,,,
1461107,je800110r,decane,CCCCCCCCCC,742.9,1.0,,,,,,,,,,,,
1461108,je800110r,decane,CCCCCCCCCC,742.8,1.0,,,,,,,,,,,,
1461109,je800110r,decane,CCCCCCCCCC,742.9,1.0,,,,,,,,,,,,
1461110,je800110r,decane,CCCCCCCCCC,742.8,1.0,,,,,,,,,,,,
1461111,je800110r,decane,CCCCCCCCCC,742.9,1.0,,,,,,,,,,,,
1461112,je800110r,decane,CCCCCCCCCC,742.7,1.0,,,,,,,,,,,,
1461113,je800110r,decane,CCCCCCCCCC,742.8,1.0,,,,,,,,,,,,
1461114,je800110r,decane,CCCCCCCCCC,742.7,1.0,,,,,,,,,,,,
1461115,je800110r,decane,CCCCCCCCCC,742.8,1.0,,,,,,,,,,,,
1461116,je800110r,decane,CCCCCCCCCC,742.7,1.0,,,,,,,,,,,,
1461117,je800110r,decane,CCCCCCCCCC,742.6,1.0,,,,,,,,,,,,
1461118,je800110r,decane,CCCCCCCCCC,742.8,1.0,,,,,,,,,,,,
1461119,je800110r,decane,CCCCCCCCCC,742.6,1.0,,,,,,,,,,,,
1461120,je800110r,decane,CCCCCCCCCC,742.6,1.0,,,,,,,,,,,,
1461121,je800110r,decane,CCCCCCCCCC,742.7,1.0,,,,,,,,,,,,
1461122,je800110r,decane,CCCCCCCCCC,742.5,1.0,,,,,,,,,,,,
1461123,je800110r,decane,CCCCCCCCCC,742.6,1.0,,,,,,,,,,,,
1461124,je800110r,decane,CCCCCCCCCC,742.5,1.0,,,,,,,,,,,,
1461125,je800110r,decane,CCCCCCCCCC,742.6,1.0,,,,,,,,,,,,
1461126,je800110r,decane,CCCCCCCCCC,742.5,1.0,,,,,,,,,,,,
1461127,je800110r,decane,CCCCCCCCCC,742.4,1.0,,,,,,,,,,,,
1461128,je800110r,decane,CCCCCCCCCC,742.4,1.0,,,,,,,,,,,,
1461129,je800110r,decane,CCCCCCCCCC,742.4,1.0,,,,,,,,,,,,
1461130,je800110r,decane,CCCCCCCCCC,742.4,1.0,,,,,,,,,,,,
1461131,je800110r,decane,CCCCCCCCCC,742.3,1.0,,,,,,,,,,,,
1461132,je800110r,decane,CCCCCCCCCC,742.4,1.0,,,,,,,,,,,,
1461133,je800110r,decane,CCCCCCCCCC,742.3,1.0,,,,,,,,,,,,
1461134,je800110r,decane,CCCCCCCCCC,742.4,1.0,,,,,,,,,,,,
1461135,je800110r,decane,CCCCCCCCCC,742.4,1.0,,,,,,,,,,,,
1461136,je800110r,decane,CCCCCCCCCC,742.3,1.0,,,,,,,,,,,,
1461137,je800110r,decane,CCCCCCCCCC,742.3,1.0,,,,,,,,,,,,
1461138,je800110r,decane,CCCCCCCCCC,742.2,1.0,,,,,,,,,,,,
1461139,je800110r,decane,CCCCCCCCCC,742.2,1.0,,,,,,,,,,,,
1461140,je800110r,decane,CCCCCCCCCC,742.1,1.0,,,,,,,,,,,,
1461141,je800110r,decane,CCCCCCCCCC,742.2,1.0,,,,,,,,,,,,
1461142,je800110r,decane,CCCCCCCCCC,742.2,1.0,,,,,,,,,,,,
1461143,je800110r,decane,CCCCCCCCCC,742.1,1.0,,,,,,,,,,,,
1461144,je800110r,decane,CCCCCCCCCC,742.2,1.0,,,,,,,,,,,,
1461145,je800110r,decane,CCCCCCCCCC,742.0,1.0,,,,,,,,,,,,
1461146,je800110r,decane,CCCCCCCCCC,742.1,1.0,,,,,,,,,,,,
1461147,je800110r,decane,CCCCCCCCCC,742.0,1.0,,,,,,,,,,,,
1461148,je800110r,decane,CCCCCCCCCC,742.0,1.0,,,,,,,,,,,,
1461149,je800110r,decane,CCCCCCCCCC,741.9,1.0,,,,,,,,,,,,
1461150,je800110r,decane,CCCCCCCCCC,741.9,1.0,,,,,,,,,,,,
1461151,je800110r,decane,CCCCCCCCCC,741.9,1.0,,,,,,,,,,,,
1461152,je800110r,decane,CCCCCCCCCC,741.9,1.0,,,,,,,,,,,,
1461153,je800110r,decane,CCCCCCCCCC,741.9,1.0,,,,,,,,,,,,
1461154,je800110r,decane,CCCCCCCCCC,741.8,1.0,,,,,,,,,,,,
1461155,je800110r,decane,CCCCCCCCCC,741.9,1.0,,,,,,,,,,,,
1461156,je800110r,decane,CCCCCCCCCC,741.8,1.0,,,,,,,,,,,,
1461157,je800110r,decane,CCCCCCCCCC,741.9,1.0,,,,,,,,,,,,
1461158,je800110r,decane,CCCCCCCCCC,741.8,1.0,,,,,,,,,,,,
1461159,je800110r,decane,CCCCCCCCCC,741.8,1.0,,,,,,,,,,,,
1461160,je800110r,decane,CCCCCCCCCC,741.7,1.0,,,,,,,,,,,,
1461161,je800110r,decane,CCCCCCCCCC,741.7,1.0,,,,,,,,,,,,
1461162,je800110r,decane,CCCCCCCCCC,741.8,1.0,,,,,,,,,,,,
1461163,je800110r,decane,CCCCCCCCCC,741.7,1.0,,,,,,,,,,,,
1461164,je800110r,decane,CCCCCCCCCC,741.7,1.0,,,,,,,,,,,,
1461165,je800110r,decane,CCCCCCCCCC,741.6,1.0,,,,,,,,,,,,
1461166,je800110r,decane,CCCCCCCCCC,741.6,1.0,,,,,,,,,,,,
1461167,je800110r,decane,CCCCCCCCCC,741.6,1.0,,,,,,,,,,,,
1461168,je800110r,decane,CCCCCCCCCC,741.5,1.0,,,,,,,,,,,,
1461169,je800110r,decane,CCCCCCCCCC,741.5,1.0,,,,,,,,,,,,
1461170,je800110r,decane,CCCCCCCCCC,741.5,1.0,,,,,,,,,,,,
1461171,je800110r,decane,CCCCCCCCCC,741.5,1.0,,,,,,,,,,,,
1461172,je800110r,decane,CCCCCCCCCC,741.5,1.0,,,,,,,,,,,,
1461173,je800110r,decane,CCCCCCCCCC,741.5,1.0,,,,,,,,,,,,
1461174,je800110r,decane,CCCCCCCCCC,741.5,1.0,,,,,,,,,,,,
1461175,je800110r,decane,CCCCCCCCCC,741.4,1.0,,,,,,,,,,,,
1461176,je800110r,decane,CCCCCCCCCC,741.5,1.0,,,,,,,,,,,,
1461177,je800110r,decane,CCCCCCCCCC,741.4,1.0,,,,,,,,,,,,
1461178,je800110r,decane,CCCCCCCCCC,741.4,1.0,,,,,,,,,,,,
1461179,je800110r,decane,CCCCCCCCCC,741.2,1.0,,,,,,,,,,,,
1461180,je800110r,decane,CCCCCCCCCC,741.3,1.0,,,,,,,,,,,,
1461181,je800110r,decane,CCCCCCCCCC,741.3,1.0,,,,,,,,,,,,
1461182,je800110r,decane,CCCCCCCCCC,741.3,1.0,,,,,,,,,,,,
1461183,je800110r,decane,CCCCCCCCCC,741.3,1.0,,,,,,,,,,,,
1461184,je800110r,decane,CCCCCCCCCC,741.2,1.0,,,,,,,,,,,,
1461185,je800110r,decane,CCCCCCCCCC,741.3,1.0,,,,,,,,,,,,
1461186,je800110r,decane,CCCCCCCCCC,741.1,1.0,,,,,,,,,,,,
1461187,je800110r,decane,CCCCCCCCCC,741.1,1.0,,,,,,,,,,,,
1461188,je800110r,decane,CCCCCCCCCC,741.1,1.0,,,,,,,,,,,,
1461189,je800110r,decane,CCCCCCCCCC,741.1,1.0,,,,,,,,,,,,
1461190,je800110r,decane,CCCCCCCCCC,741.1,1.0,,,,,,,,,,,,
1461191,je800110r,decane,CCCCCCCCCC,741.1,1.0,,,,,,,,,,,,
1461192,je800110r,decane,CCCCCCCCCC,741.0,1.0,,,,,,,,,,,,
1461193,je800110r,decane,CCCCCCCCCC,741.1,1.0,,,,,,,,,,,,
1461194,je800110r,decane,CCCCCCCCCC,741.1,1.0,,,,,,,,,,,,
1461195,je800110r,decane,CCCCCCCCCC,741.1,1.0,,,,,,,,,,,,
1461196,je800110r,decane,CCCCCCCCCC,740.9,1.0,,,,,,,,,,,,
1461197,je800110r,decane,CCCCCCCCCC,741.0,1.0,,,,,,,,,,,,
1461198,je800110r,decane,CCCCCCCCCC,740.9,1.0,,,,,,,,,,,,
1461199,je800110r,decane,CCCCCCCCCC,740.9,1.0,,,,,,,,,,,,
1461200,je800110r,decane,CCCCCCCCCC,740.9,1.0,,,,,,,,,,,,
1461201,je800110r,decane,CCCCCCCCCC,740.9,1.0,,,,,,,,,,,,
1461202,je800110r,decane,CCCCCCCCCC,740.9,1.0,,,,,,,,,,,,
1461203,je800110r,decane,CCCCCCCCCC,740.9,1.0,,,,,,,,,,,,
1461204,je800110r,decane,CCCCCCCCCC,740.7,1.0,,,,,,,,,,,,
1461205,je800110r,decane,CCCCCCCCCC,740.7,1.0,,,,,,,,,,,,
1461206,je800110r,decane,CCCCCCCCCC,740.7,1.0,,,,,,,,,,,,
1461207,je800110r,decane,CCCCCCCCCC,740.8,1.0,,,,,,,,,,,,
1461208,je800110r,decane,CCCCCCCCCC,740.7,1.0,,,,,,,,,,,,
1461209,je800110r,decane,CCCCCCCCCC,740.7,1.0,,,,,,,,,,,,
1461210,je800110r,decane,CCCCCCCCCC,740.7,1.0,,,,,,,,,,,,
1461211,je800110r,decane,CCCCCCCCCC,740.7,1.0,,,,,,,,,,,,
1461212,je800110r,decane,CCCCCCCCCC,740.7,1.0,,,,,,,,,,,,
1461213,je800110r,decane,CCCCCCCCCC,740.6,1.0,,,,,,,,,,,,
1461214,je800110r,decane,CCCCCCCCCC,740.5,1.0,,,,,,,,,,,,
1461215,je800110r,decane,CCCCCCCCCC,740.6,1.0,,,,,,,,,,,,
1461216,je800110r,decane,CCCCCCCCCC,740.6,1.0,,,,,,,,,,,,
1461217,je800110r,decane,CCCCCCCCCC,740.5,1.0,,,,,,,,,,,,
1461218,je800110r,decane,CCCCCCCCCC,740.6,1.0,,,,,,,,,,,,
1461219,je800110r,decane,CCCCCCCCCC,740.5,1.0,,,,,,,,,,,,
1461220,je800110r,decane,CCCCCCCCCC,740.4,1.0,,,,,,,,,,,,
1461221,je800110r,decane,CCCCCCCCCC,740.5,1.0,,,,,,,,,,,,
1461222,je800110r,decane,CCCCCCCCCC,740.5,1.0,,,,,,,,,,,,
1461223,je800110r,decane,CCCCCCCCCC,740.4,1.0,,,,,,,,,,,,
1461224,je800110r,decane,CCCCCCCCCC,740.5,1.0,,,,,,,,,,,,
1461225,je800110r,decane,CCCCCCCCCC,740.4,1.0,,,,,,,,,,,,
1461226,je800110r,decane,CCCCCCCCCC,740.4,1.0,,,,,,,,,,,,
1461227,je800110r,decane,CCCCCCCCCC,740.3,1.0,,,,,,,,,,,,
1461228,je800110r,decane,CCCCCCCCCC,740.3,1.0,,,,,,,,,,,,
1461229,je800110r,decane,CCCCCCCCCC,740.5,1.0,,,,,,,,,,,,
1461230,je800110r,decane,CCCCCCCCCC,740.3,1.0,,,,,,,,,,,,
1461231,je800110r,decane,CCCCCCCCCC,740.4,1.0,,,,,,,,,,,,
1461232,je800110r,decane,CCCCCCCCCC,740.2,1.0,,,,,,,,,,,,
1461233,je800110r,decane,CCCCCCCCCC,740.3,1.0,,,,,,,,,,,,
1461234,je800110r,decane,CCCCCCCCCC,740.3,1.0,,,,,,,,,,,,
1461235,je800110r,decane,CCCCCCCCCC,740.2,1.0,,,,,,,,,,,,
1461236,je800110r,decane,CCCCCCCCCC,740.2,1.0,,,,,,,,,,,,
1461237,je800110r,decane,CCCCCCCCCC,740.1,1.0,,,,,,,,,,,,
1461238,je800110r,decane,CCCCCCCCCC,740.1,1.0,,,,,,,,,,,,
