,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Temperature, K","Pressure, kPa","Excess molar enthalpy (molar enthalpy of mixing), kJ/mol","Excess molar enthalpy (molar enthalpy of mixing), kJ/mol_std"
1065413,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.4998,298.15,101.0,0.339,0.001695
1065414,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.3,298.15,101.0,0.3058,0.001529
1065415,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.3499,298.15,101.0,0.3249,0.0016245
1065416,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.4,298.15,101.0,0.3368,0.001684
1065417,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.6499,298.15,101.0,0.2979,0.0014895
1065418,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.7,298.15,101.0,0.2727,0.0013635
1065419,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.4998,298.15,101.0,0.3393,0.0016965
1065420,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.5498,298.15,101.0,0.3319,0.0016595
1065421,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.6002,298.15,101.0,0.3182,0.001591
1065422,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.85,298.15,101.0,0.1622,0.000811
1065423,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.9,298.15,101.0,0.1121,0.0005605
1065424,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.95,298.15,101.0,0.05948,0.0002974
1065425,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.7501,298.15,101.0,0.2404,0.001202
1065426,je100897y,tetrahydrofuran,dibutyl ether,C1CCOC1,CCCCOCCCC,tetramethylene oxide__dibutyl ether,0.8,298.15,101.0,0.2041,0.0010205
1071921,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.0908,298.15,101.3,-0.2563,0.0001
1071922,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.1814,298.15,101.3,-0.5223,0.0001
1071923,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.2731,298.15,101.3,-0.8036,0.0001
1071924,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.3644,298.15,101.3,-1.0447,0.0001
1071925,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.4608,298.15,101.3,-1.2,0.0001
1071926,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.5513,298.15,101.3,-1.268,0.0001
1071927,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.6416,298.15,101.3,-1.2156,0.0001
1071928,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.7319,298.15,101.3,-1.0696,0.0001
1071929,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.8195,298.15,101.3,-0.7997,0.0001
1071930,je101031j,methanol,2-methyl-2-butanol,CO,CCC(C)(C)O,methanol__tert-pentyl alcohol,0.9101,298.15,101.3,-0.4219,0.0001
1071931,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.0898,298.15,101.3,-0.2486,0.0001
1071932,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.1796,298.15,101.3,-0.4719,0.0001
1071933,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.2807,298.15,101.3,-0.7056,0.0001
1071934,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.3707,298.15,101.3,-0.853,0.0001
1071935,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.4607,298.15,101.3,-0.95,0.0001
1071936,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.5507,298.15,101.3,-0.973,0.0001
1071937,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.6406,298.15,101.3,-0.9114,0.0001
1071938,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.7306,298.15,101.3,-0.7709,0.0001
1071939,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.8205,298.15,101.3,-0.5446,0.0001
1071940,je101031j,ethanol,2-methyl-2-butanol,CCO,CCC(C)(C)O,ethanol__tert-pentyl alcohol,0.9103,298.15,101.3,-0.271,0.0001
1071941,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.09,298.15,101.3,-0.2543,0.0001
1071942,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.1801,298.15,101.3,-0.4585,0.0001
1071943,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.2802,298.15,101.3,-0.6561,0.0001
1071944,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.3701,298.15,101.3,-0.786,0.0001
1071945,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.4599,298.15,101.3,-0.8588,0.0001
1071946,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.5497,298.15,101.3,-0.8538,0.0001
1071947,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.6395,298.15,101.3,-0.8037,0.0001
1071948,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.7292,298.15,101.3,-0.6715,0.0001
1071949,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.8189,298.15,101.3,-0.4732,0.0001
1071950,je101031j,1-propanol,2-methyl-2-butanol,CCCO,CCC(C)(C)O,propan-1-ol__tert-pentyl alcohol,0.9088,298.15,101.3,-0.2328,0.0001
1071951,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.09,298.15,101.3,-0.2676,0.0001
1071952,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.1801,298.15,101.3,-0.4779,0.0001
1071953,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.2702,298.15,101.3,-0.6497,0.0001
1071954,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.3707,298.15,101.3,-0.75,0.0001
1071955,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.4609,298.15,101.3,-0.8,0.0001
1071956,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.551,298.15,101.3,-0.7874,0.0001
1071957,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.6412,298.15,101.3,-0.7304,0.0001
1071958,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.7313,298.15,101.3,-0.6067,0.0001
1071959,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.8198,298.15,101.3,-0.4267,0.0001
1071960,je101031j,1-butanol,2-methyl-2-butanol,CCCCO,CCC(C)(C)O,butan-1-ol__tert-pentyl alcohol,0.9099,298.15,101.3,-0.2128,0.0001
1071961,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.0899,298.15,101.3,-0.2089,0.0001
1071962,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.18,298.15,101.3,-0.4128,0.0001
1071963,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.27,298.15,101.3,-0.5687,0.0001
1071964,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.3664,298.15,101.3,-0.649,0.0001
1071965,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.4566,298.15,101.3,-0.6845,0.0001
1071966,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.5468,298.15,101.3,-0.6768,0.0001
1071967,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.6372,298.15,101.3,-0.634,0.0001
1071968,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.7278,298.15,101.3,-0.5306,0.0001
1071969,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.8185,298.15,101.3,-0.3864,0.0001
1071970,je101031j,1-pentanol,2-methyl-2-butanol,CCCCCO,CCC(C)(C)O,pentan-1-ol__tert-pentyl alcohol,0.9091,298.15,101.3,-0.2064,0.0001
1130305,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.0507,298.15,101.0,0.364,0.00364
1130306,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.1378,298.15,101.0,0.552,0.00552
1130307,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.2453,298.15,101.0,0.654,0.00654
1130308,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.4164,298.15,101.0,0.704,0.00704
1130309,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.5022,298.15,101.0,0.677,0.00677
1130310,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.586,298.15,101.0,0.652,0.00652
1130311,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.6518,298.15,101.0,0.63,0.0063
1130312,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.6895,298.15,101.0,0.598,0.00598
1130313,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.749,298.15,101.0,0.542,0.00542
1130314,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.7877,298.15,101.0,0.502,0.00502
1130315,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.8433,298.15,101.0,0.419,0.00419
1130316,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.8715,298.15,101.0,0.376,0.00376
1130317,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.9065,298.15,101.0,0.299,0.00299
1130318,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.9296,298.15,101.0,0.24,0.0024
1130319,je200851a,ethanol,nonane,CCO,CCCCCCCCC,ethanol__nonane,0.9562,298.15,101.0,0.162,0.00162
1181509,je300670n,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC,1-butanol__ethyl tert-pentyl ether,0.902,298.15,101.0,0.3819,0.0049647
1181510,je300670n,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC,1-butanol__ethyl tert-pentyl ether,0.7999,298.15,101.0,0.5563,0.0072319
1181511,je300670n,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC,1-butanol__ethyl tert-pentyl ether,0.7009,298.15,101.0,0.6157,0.0080041
1181512,je300670n,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC,1-butanol__ethyl tert-pentyl ether,0.6005,298.15,101.0,0.6131,0.0079703
1181513,je300670n,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC,1-butanol__ethyl tert-pentyl ether,0.5023,298.15,101.0,0.5669,0.0073697
1181514,je300670n,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC,1-butanol__ethyl tert-pentyl ether,0.401,298.15,101.0,0.485,0.006305
1181515,je300670n,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC,1-butanol__ethyl tert-pentyl ether,0.3022,298.15,101.0,0.3788,0.0049244
1181516,je300670n,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC,1-butanol__ethyl tert-pentyl ether,0.2005,298.15,101.0,0.251,0.003263
1181517,je300670n,1-butanol,ethyl tert-pentyl ether,CCCCO,CCOC(C)(C)CC,1-butanol__ethyl tert-pentyl ether,0.101,298.15,101.0,0.1192,0.0015496
1181579,je300670n,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC,2-methyl-2-butanol__ethyl tert-pentyl ether,0.9003,298.15,101.0,0.6636,0.0086268
1181580,je300670n,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC,2-methyl-2-butanol__ethyl tert-pentyl ether,0.8011,298.15,101.0,0.9002,0.0117026
1181581,je300670n,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC,2-methyl-2-butanol__ethyl tert-pentyl ether,0.7003,298.15,101.0,0.9727,0.0126451
1181582,je300670n,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC,2-methyl-2-butanol__ethyl tert-pentyl ether,0.601,298.15,101.0,0.9611,0.0124943
1181583,je300670n,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC,2-methyl-2-butanol__ethyl tert-pentyl ether,0.5013,298.15,101.0,0.8937,0.0116181
1181584,je300670n,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC,2-methyl-2-butanol__ethyl tert-pentyl ether,0.4018,298.15,101.0,0.7813,0.0101569
1181585,je300670n,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC,2-methyl-2-butanol__ethyl tert-pentyl ether,0.3013,298.15,101.0,0.6323,0.0082199
1181586,je300670n,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC,2-methyl-2-butanol__ethyl tert-pentyl ether,0.2006,298.15,101.0,0.448,0.005824
1181587,je300670n,2-methyl-2-butanol,ethyl tert-pentyl ether,CCC(C)(C)O,CCOC(C)(C)CC,2-methyl-2-butanol__ethyl tert-pentyl ether,0.1005,298.15,101.0,0.2362,0.0030706
1181657,je300670n,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC,butan-2-ol__ethyl tert-pentyl ether,0.899,298.15,101.0,0.5569,0.0072397
1181658,je300670n,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC,butan-2-ol__ethyl tert-pentyl ether,0.8001,298.15,101.0,0.8192,0.0106496
1181659,je300670n,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC,butan-2-ol__ethyl tert-pentyl ether,0.7012,298.15,101.0,0.9448,0.0122824
1181660,je300670n,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC,butan-2-ol__ethyl tert-pentyl ether,0.6008,298.15,101.0,0.986,0.012818
1181661,je300670n,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC,butan-2-ol__ethyl tert-pentyl ether,0.5005,298.15,101.0,0.9577,0.0124501
1181662,je300670n,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC,butan-2-ol__ethyl tert-pentyl ether,0.4013,298.15,101.0,0.8684,0.0112892
1181663,je300670n,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC,butan-2-ol__ethyl tert-pentyl ether,0.3008,298.15,101.0,0.7192,0.0093496
1181664,je300670n,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC,butan-2-ol__ethyl tert-pentyl ether,0.2007,298.15,101.0,0.5158,0.0067054
1181665,je300670n,butan-2-ol,ethyl tert-pentyl ether,CCC(C)O,CCOC(C)(C)CC,butan-2-ol__ethyl tert-pentyl ether,0.1011,298.15,101.0,0.2713,0.0035269
1410302,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.104,298.15,101.0,0.2986,0.001493
1410303,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.197,298.15,101.0,0.517,0.002585
1410304,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.355,298.15,101.0,0.79,0.00395
1410305,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.485,298.15,101.0,0.8919,0.0044595
1410306,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.595,298.15,101.0,0.8887,0.0044435
1410307,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.688,298.15,101.0,0.8179,0.0040895
1410308,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.768,298.15,101.0,0.7061,0.0035305
1410309,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.837,298.15,101.0,0.5623,0.0028115
1410310,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.898,298.15,101.0,0.4074,0.002037
1410311,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.952,298.15,101.0,0.2148,0.001074
1410312,je700308j,tetrahydrofuran,nonane,C1CCOC1,CCCCCCCCC,tetrahydrofuran__nonane,0.952,298.15,101.0,0.2149,0.0010745
1410313,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.098,298.15,101.0,0.092,0.00046
1410314,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.196,298.15,101.0,0.1788,0.000894
1410315,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.294,298.15,101.0,0.2667,0.0013335
1410316,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.393,298.15,101.0,0.3587,0.0017935
1410317,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.393,298.15,101.0,0.3541,0.0017705
1410318,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.493,298.15,101.0,0.4356,0.002178
1410319,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.593,298.15,101.0,0.4956,0.002478
1410320,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.694,298.15,101.0,0.5183,0.0025915
1410321,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.796,298.15,101.0,0.4873,0.0024365
1410322,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.897,298.15,101.0,0.3937,0.0019685
1410323,je700308j,1-butanol,cyclopentane,CCCCO,C1CCCC1,1-butanol__cyclopentane,0.949,298.15,101.0,0.3094,0.001547
1410324,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.113,298.15,101.0,0.096,0.00048
1410325,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.223,298.15,101.0,0.1885,0.0009425
1410326,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.33,298.15,101.0,0.2819,0.0014095
1410327,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.434,298.15,101.0,0.3689,0.0018445
1410328,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.535,298.15,101.0,0.4381,0.0021905
1410329,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.633,298.15,101.0,0.4809,0.0024045
1410330,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.728,298.15,101.0,0.4827,0.0024135
1410331,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.821,298.15,101.0,0.4405,0.0022025
1410332,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.912,298.15,101.0,0.3552,0.001776
1410333,je700308j,1-pentanol,cyclopentane,CCCCCO,C1CCCC1,1-pentanol__cyclopentane,0.956,298.15,101.0,0.2819,0.0014095
1410334,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.128,298.15,101.0,0.116,0.00058
1410335,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.249,298.15,101.0,0.2025,0.0010125
1410336,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.362,298.15,101.0,0.2956,0.001478
1410337,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.469,298.15,101.0,0.3739,0.0018695
1410338,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.469,298.15,101.0,0.3752,0.001876
1410339,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.57,298.15,101.0,0.4285,0.0021425
1410340,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.665,298.15,101.0,0.4502,0.002251
1410341,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.756,298.15,101.0,0.4379,0.0021895
1410342,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.841,298.15,101.0,0.399,0.001995
1410343,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.923,298.15,101.0,0.3255,0.0016275
1410344,je700308j,1-hexanol,cyclopentane,CCCCCCO,C1CCCC1,1-hexanol__cyclopentane,0.962,298.15,101.0,0.259,0.001295
1410345,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.143,298.15,101.0,0.124,0.00062
1410346,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.273,298.15,101.0,0.2316,0.001158
1410347,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.392,298.15,101.0,0.3287,0.0016435
1410348,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.5,298.15,101.0,0.392,0.00196
1410349,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.6,298.15,101.0,0.4341,0.0021705
1410350,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.692,298.15,101.0,0.4449,0.0022245
1410351,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.778,298.15,101.0,0.4261,0.0021305
1410352,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.857,298.15,101.0,0.3855,0.0019275
1410353,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.857,298.15,101.0,0.3862,0.001931
1410354,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.931,298.15,101.0,0.314,0.00157
1410355,je700308j,1-heptanol,cyclopentane,CCCCCCCO,C1CCCC1,1-heptanol__cyclopentane,0.966,298.15,101.0,0.2524,0.001262
1410356,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.157,298.15,101.0,0.146,0.00073
1410357,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.295,298.15,101.0,0.2645,0.0013225
1410358,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.418,298.15,101.0,0.3533,0.0017665
1410359,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.528,298.15,101.0,0.4064,0.002032
1410360,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.626,298.15,101.0,0.4331,0.0021655
1410361,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.715,298.15,101.0,0.4374,0.002187
1410362,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.796,298.15,101.0,0.4128,0.002064
1410363,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.87,298.15,101.0,0.3718,0.001859
1410364,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.938,298.15,101.0,0.3033,0.0015165
1410365,je700308j,1-octanol,cyclopentane,CCCCCCCCO,C1CCCC1,1-octanol__cyclopentane,0.97,298.15,101.0,0.2411,0.0012055
