,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Speed of sound, m/s","Speed of sound, m/s_std"
1628249,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0,1310,1
1628250,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.0459,1306,1
1628251,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.0952,1301,1
1628252,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.1948,1292,1
1628253,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.2874,1284,1
1628254,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.3929,1275,1
1628255,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.4964,1269,1
1628256,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.5938,1263,1
1628257,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.6949,1258,1
1628258,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.7906,1254,1
1628259,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.8927,1253,1
1628260,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",0.9493,1253,1
1628261,je901020a,"1,4-dimethylbenzene",cyclohexane,Cc1ccc(C)cc1,C1CCCCC1,"1,4-dimethylbenzene__cyclohexane",1,1255,1
1628314,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0,1277,1
1628315,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.0488,1271,1
1628316,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.102,1265,1
1628317,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.2008,1253,1
1628318,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.3053,1241,1
1628319,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.416,1229,1
1628320,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.5105,1219,1
1628321,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.6084,1209,1
1628322,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.7068,1200,1
1628323,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.8092,1191,1
1628324,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.911,1185,1
1628325,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.9612,1183,1
1628326,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",1,1182,1
1628327,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0,1336,1
1628328,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.0459,1331,1
1628329,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.0956,1326,1
1628330,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.193,1315,1
1628331,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.2937,1304,1
1628332,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.3878,1294,1
1628333,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.4953,1283,1
1628334,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.598,1274,1
1628335,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.6944,1265,1
1628336,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.796,1258,1
1628337,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.8942,1252,1
1628338,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",0.9515,1250,1
1628339,je901020a,"1,3,5-trimethylbenzene",cyclohexane,Cc1cc(C)cc(C)c1,C1CCCCC1,"1,3,5-trimethylbenzene__cyclohexane",1,1255,1
1628470,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0,1259,1
1628471,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.0457,1252,1
1628472,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.0933,1246,1
1628473,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.1938,1232,1
1628474,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.2886,1219,1
1628475,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.3966,1206,1
1628476,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.5077,1194,1
1628477,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.595,1184,1
1628478,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.6933,1175,1
1628479,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.7987,1165,1
1628480,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.8973,1157,1
1628481,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.9504,1153,1
1628482,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",1,1150,1
1628483,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0,1321,1
1628484,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.0514,1313,1
1628485,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.0975,1307,1
1628486,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.159,1298,1
1628487,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.2977,1281,1
1628488,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.399,1269,1
1628489,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.4954,1258,1
1628490,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.5965,1248,1
1628491,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.6974,1238,1
1628492,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.7948,1230,1
1628493,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.8933,1222,1
1628494,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",0.9495,1218,1
1628495,je901020a,"1,3-dimethylbenzene",methylcyclohexane,Cc1cccc(C)c1,CC1CCCCC1,"1,3-dimethylbenzene__methylcyclohexane",1,1215,1
1628548,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0,1310,1
1628549,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.0513,1303,1
1628550,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.0979,1297,1
1628551,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.1917,1285,1
1628552,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.3009,1272,1
1628553,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.3971,1262,1
1628554,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.4963,1252,1
1628555,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.5987,1243,1
1628556,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.6966,1234,1
1628557,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.7958,1227,1
1628558,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.8922,1221,1
1628559,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.9501,1217,1
1628560,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",1,1215,1
1628561,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0,1248,1
1628562,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.0506,1242,1
1628563,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.1051,1234,1
1628564,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.204,1221,1
1628565,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.3096,1209,1
1628566,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.4064,1198,1
1628567,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.5061,1188,1
1628568,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.605,1179,1
1628569,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.7057,1170,1
1628570,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.8112,1162,1
1628571,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.9095,1155,1
1628572,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",0.9599,1152,1
1628573,je901020a,"1,4-dimethylbenzene",methylcyclohexane,Cc1ccc(C)cc1,CC1CCCCC1,"1,4-dimethylbenzene__methylcyclohexane",1,1150,1
1628626,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0,1336,1
1628627,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.0463,1330,1
1628628,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.0962,1323,1
1628629,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.197,1310,1
1628630,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.2868,1298,1
1628631,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.3963,1283,1
1628632,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.4972,1271,1
1628633,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.5956,1259,1
1628634,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.6974,1247,1
1628635,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.7932,1236,1
1628636,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.8942,1226,1
1628637,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.9497,1220,1
1628638,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",1,1215,1
1628639,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0,1277,1
1628640,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.0524,1269,1
1628641,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.1075,1262,1
1628642,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.2051,1248,1
1628643,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.314,1233,1
1628644,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.4067,1221,1
1628645,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.5093,1207,1
1628646,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.6083,1195,1
1628647,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.7071,1183,1
1628648,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.8106,1171,1
1628649,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.9093,1159,1
1628650,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",0.9596,1154,1
1628651,je901020a,"1,3,5-trimethylbenzene",methylcyclohexane,Cc1cc(C)cc(C)c1,CC1CCCCC1,"1,3,5-trimethylbenzene__methylcyclohexane",1,1150,1
1628784,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0,1321,1
1628785,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.0545,1322,1
1628786,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.0993,1324,1
1628787,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.2059,1328,1
1628788,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.3074,1333,1
1628789,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.3933,1338,1
1628790,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.5031,1346,1
1628791,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.6002,1353,1
1628792,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.6993,1361,1
1628793,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.8198,1372,1
1628794,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.8909,1379,1
1628795,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.9503,1385,1
1628796,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",1,1391,1
1628797,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0,1259,1
1628798,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.0506,1260,1
1628799,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.0888,1262,1
1628800,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.1861,1265,1
1628801,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.2924,1270,1
1628802,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.3795,1275,1
1628803,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.487,1282,1
1628804,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.5832,1289,1
1628805,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.6823,1296,1
1628806,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.7874,1305,1
1628807,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.8879,1315,1
1628808,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0.9389,1320,1
1628809,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",1,1326,1
1628810,je901020a,"1,3-dimethylbenzene",cyclooctane,Cc1cccc(C)c1,C1CCCCCCC1,"1,3-dimethylbenzene__cyclooctane",0,1259,1
1628863,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0,1248,1
1628864,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.0485,1250,1
1628865,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.0874,1252,1
1628866,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.1848,1256,1
1628867,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.2948,1262,1
1628868,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.3853,1268,1
1628869,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.4829,1274,1
1628870,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.5809,1282,1
1628871,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.6837,1291,1
1628872,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.7877,1301,1
1628873,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.8888,1312,1
1628874,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",0.9413,1318,1
1628875,je901020a,"1,4-dimethylbenzene",cyclooctane,Cc1ccc(C)cc1,C1CCCCCCC1,"1,4-dimethylbenzene__cyclooctane",1,1325,1
