;filename;Pure_Dens_Molecules;Bin_Dens_Mixtures;Pure_Hmol_Molecules;Bin_EME_Mixtures;Pure_Cpmol_Molecules;Bin_EMCp_Mixtures;Property_Score;nan_Count;Pure_Dens_Counts;Bin_Dens_Counts;Pure_Hmol_Counts;Bin_EME_Counts;Pure_Cpmol_Counts;Bin_EMCp_Counts;Component_Score;Aggregate_Score
919;je900274n;"[""'CCCO'"", ""'COC(C)(C)C'"", ""'CC(C)OC(C)C'"", ""'CCC(C)(C)OC'""]";"[""'CCCO__COC(C)(C)C'"", ""'CCCO__CC(C)OC(C)C'"", ""'CCCO__CCC(C)(C)OC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
168;j.fluid.2015.01.002;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'Cc1ccc(C)cc1'"", ""'COCCO'""]";"[""'c1ccccc1__COCCO'"", ""'Cc1ccccc1__COCCO'"", ""'Cc1ccc(C)cc1__COCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
636;je060389r;"[""'CC(C)CO'"", ""'CCCCCC'"", ""'CCCCCCCC'"", ""'CCCCCCCCCC'""]";"[""'CC(C)CO__CCCCCC'"", ""'CC(C)CO__CCCCCCCC'"", ""'CC(C)CO__CCCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
209;j.jct.2005.05.004;"[""'Cc1ccccc1'"", ""'CO'"", ""'CCO'"", ""'CCCO'""]";"[""'CO__Cc1ccccc1'"", ""'CCO__Cc1ccccc1'"", ""'CCCO__Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
625;je060238o;"[""'CC(C)CO'"", ""'CCC(C)CO'"", ""'CC(C)CCO'"", ""'CCCCCO'""]";"[""'CC(C)CO__CCC(C)CO'"", ""'CC(C)CO__CC(C)CCO'"", ""'CCCCCO__CC(C)CO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
981;s10765-009-0622-2;"[""'CCCCCC'"", ""'CCc1ccccc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";"[""'Cc1ccccc1C__CCCCCC'"", ""'Cc1ccc(C)cc1__CCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;5;2;1;1;1;1;7.0;9.0
897;je800831d;"[""'C1CCCC1'"", ""'CCCO'"", ""'CCCCCO'"", ""'CCCCCCCO'""]";"[""'CCCO__C1CCCC1'"", ""'CCCCCO__C1CCCC1'"", ""'CCCCCCCO__C1CCCC1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
178;j.fluid.2015.05.016;"[""'CO'"", ""'CC(O)CO'"", ""'CCC(O)CO'"", ""'CCCC(O)CO'""]";['nan'];['nan'];['nan'];"[""'CO'"", ""'CC(O)CO'"", ""'CCCC(O)CO'""]";['nan'];2.0;-4.0;4;1;1;1;3;1;7.0;9.0
90;j.fluid.2012.06.031;"[""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CC(C)CC(C)(C)C'""]";"[""'CCCO__CC(C)CC(C)(C)C'"", ""'CCCCO__CC(C)CC(C)(C)C'"", ""'CCCCCO__CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
258;j.jct.2007.05.016;"[""'CCCCO'"", ""'CCCCCC'"", ""'CCCCCCCC'"", ""'CCCCCCCCCC'""]";"[""'CCCCO__CCCCCC'"", ""'CCCCO__CCCCCCCC'"", ""'CCCCO__CCCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
1032;je060411g;['nan'];['nan'];"[""'CC(C)(C)CO'"", ""'CCC(O)CC'""]";['nan'];"[""'CC(C)(C)CO'"", ""'CCC(C)CO'"", ""'CC(C)C(C)O'"", ""'CCCC(C)O'"", ""'CCC(O)CC'""]";['nan'];2.0;-4.0;1;1;2;1;5;1;7.0;9.0
30;j.fluid.2007.01.001;"[""'Cc1ccccc1'"", ""'CCCCC(C)O'"", ""'CCCCCC(C)O'"", ""'CCCCCCC(C)O'""]";"[""'Cc1ccccc1__CCCCC(C)O'"", ""'Cc1ccccc1__CCCCCC(C)O'"", ""'Cc1ccccc1__CCCCCCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
277;j.jct.2008.02.005;"[""'CCCCCCCCO'"", ""'CCCCCC'"", ""'CCCCCCCC'"", ""'CCCCCCCCCC'""]";"[""'CCCCCC__CCCCCCCCO'"", ""'CCCCCCCC__CCCCCCCCO'"", ""'CCCCCCCCO__CCCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
764;je301095j;"[""'COCCOC'"", ""'CCO'"", ""'CCCCCO'"", ""'CCCCCCCCO'""]";"[""'CCO__COCCOC'"", ""'CCCCCO__COCCOC'"", ""'COCCOC__CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
568;je049776w;"[""'Cc1ccc(C)cc1'"", ""'C1CCCCC1'"", ""'CCCCCCC'"", ""'CCCCCCCC'""]";"[""'Cc1ccc(C)cc1__C1CCCCC1'"", ""'Cc1ccc(C)cc1__CCCCCCC'"", ""'Cc1ccc(C)cc1__CCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
351;j.jct.2011.10.023;"[""'CCO'"", ""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CCCCCCO'"", ""'CCCCCCCO'"", ""'CCCCCCCCO'"", ""'CCCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;8;1;1;1;1;1;8.0;9.0
807;je5004719;"[""'C1CCOCC1'"", ""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'Cc1ccccc1C'""]";"[""'c1ccccc1__C1CCOCC1'"", ""'Cc1ccccc1__C1CCOCC1'"", ""'Cc1ccccc1C__C1CCOCC1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
597;je050416y;"[""'CCC(C)CO'"", ""'CCC(C)(C)O'"", ""'CC(C)CCO'"", ""'CCO'""]";"[""'CCO__CCC(C)CO'"", ""'CCO__CCC(C)(C)O'"", ""'CCO__CC(C)CCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;3;1;1;1;1;7.0;9.0
339;j.jct.2011.06.013;"[""'OCCO'"", ""'OCCOCCO'"", ""'OCCOCCOCCO'""]";"[""'OCCO__OCCOCCO'"", ""'OCCO__OCCOCCOCCO'"", ""'OCCOCCO__OCCOCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
419;j.jct.2013.05.009;"[""'CC(C)CC(C)(C)C'"", ""'Cc1ccccc1'"", ""'CCCCO'""]";"[""'CCCCO__CC(C)CC(C)(C)C'"", ""'CCCCO__Cc1ccccc1'"", ""'Cc1ccccc1__CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
320;j.jct.2010.08.019;"[""'CC(C)O'"", ""'C1CCOCC1'"", ""'CC(C)CC(C)(C)C'""]";"[""'CC(C)O__C1CCOCC1'"", ""'CC(C)O__CC(C)CC(C)(C)C'"", ""'C1CCOCC1__CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
1038;je700308j;['nan'];['nan'];['nan'];"[""'C1CCOC1__CCCCCCCCC'"", ""'CCCCO__C1CCCC1'"", ""'CCCCCO__C1CCCC1'"", ""'CCCCCCO__C1CCCC1'"", ""'CCCCCCCO__C1CCCC1'"", ""'CCCCCCCCO__C1CCCC1'"", ""'CCCCCCCCCO__C1CCCC1'""]";['nan'];['nan'];1.0;-5.0;1;1;1;7;1;1;7.0;8.0
335;j.jct.2011.02.018;['nan'];"[""'CO__COC(C)(C)C'"", ""'CCO__COC(C)(C)C'"", ""'CCCO__COC(C)(C)C'"", ""'CC(C)O__COC(C)(C)C'"", ""'CCCCO__COC(C)(C)C'"", ""'CCCCCO__COC(C)(C)C'"", ""'CCCCCCO__COC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;7;1;1;1;1;7.0;8.0
581;je0501639;"[""'CCO'"", ""'CC(C)(C)O'"", ""'CC(C)CC(C)(C)C'""]";"[""'CCO__CC(C)(C)O'"", ""'CCO__CC(C)CC(C)(C)C'"", ""'CC(C)(C)O__CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
344;j.jct.2011.08.012;"[""'CCCCCC(C)C'"", ""'CCCCO'""]";"[""'CCCCO__CCCCCC(C)C'""]";['nan'];['nan'];"[""'CCCCCC(C)C'"", ""'CCCCO'""]";['nan'];3.0;-3.0;2;1;1;1;2;1;5.0;8.0
665;je100594u;"[""'C1COCO1'"", ""'CCCCCO'"", ""'CCOCC'""]";"[""'CCOCC__C1COCO1'"", ""'CCCCCO__C1COCO1'"", ""'CCOCC__CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
1049;j.jct.2007.04.011;['nan'];['nan'];['nan'];['nan'];"[""'CCCCO'"", ""'OCCCCO'"", ""'CC(O)C(C)O'"", ""'CCC(O)CO'"", ""'OCCCCCCO'""]";"[""'CCCCO__OCCCCO'""]";2.0;-4.0;1;1;1;1;5;1;6.0;8.0
959;je900954y;"[""'CC(O)CO'"", ""'OCCO'"", ""'CCCCCCCO'"", ""'CCCCCCO'""]";"[""'CC(O)CO__CCCCCCCO'"", ""'CC(O)CO__CCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;2;1;1;1;1;6.0;8.0
123;j.fluid.2013.08.007;"[""'CC(C)O'"", ""'O'""]";"[""'CC(C)O__O'""]";['nan'];['nan'];"[""'CC(C)O'"", ""'O'""]";['nan'];3.0;-3.0;2;1;1;1;2;1;5.0;8.0
650;je100100n;"[""'CO'"", ""'CC(C)O'"", ""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CC(C)CO'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;7;1;1;1;1;1;7.0;8.0
1067;je800356;['nan'];['nan'];['nan'];['nan'];"[""'OCCO'"", ""'OCCCO'"", ""'OCCCCO'"", ""'OCCCCCO'"", ""'OCCCCCCO'"", ""'OCCCCCCCO'"", ""'OCCCCCCCCO'""]";['nan'];1.0;-5.0;1;1;1;1;7;1;7.0;8.0
298;j.jct.2009.06.001;"[""'C1CCCCC1'"", ""'CCCCCCC'""]";"[""'c1ccccc1__C1CCCCC1'"", ""'c1ccc2ccccc2c1__C1CCCCC1'"", ""'c1ccccc1__CCCCCCC'"", ""'c1ccc2ccccc2c1__CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;4;1;1;1;1;6.0;8.0
0;cs.jced.5b00009;"[""'CC(C)CC(C)(C)C'"", ""'CCCCCCC'"", ""'CCCCCCCC'"", ""'c1ccccc1'""]";"[""'CCCCCCC__CC(C)CC(C)(C)C'"", ""'CCCCCCCC__CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;2;1;1;1;1;6.0;8.0
83;j.fluid.2011.11.022;"[""'OCCO'"", ""'OCCOCCO'"", ""'OCCOCCOCCO'""]";"[""'OCCO__OCCOCCO'"", ""'OCCO__OCCOCCOCCO'"", ""'OCCOCCO__OCCOCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
294;j.jct.2009.01.008;"[""'Cc1ccccc1'"", ""'CC(C)CC(C)(C)C'"", ""'COC(C)(C)C'""]";"[""'Cc1ccccc1__CC(C)CC(C)(C)C'"", ""'CC(C)CC(C)(C)C__COC(C)(C)C'"", ""'Cc1ccccc1__COC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
210;j.jct.2005.05.020;"[""'CCCCC'"", ""'CCCCCC'"", ""'CCCCCCC'""]";"[""'CCCCC__CCCCCC'"", ""'CCCCC__CCCCCCC'"", ""'CCCCCC__CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
543;j.tca.2013.03.010;"[""'OCCCO'"", ""'OCCO'"", ""'CC(O)CO'""]";"[""'CC(O)CO__OCCO'"", ""'OCCO__OCCCO'"", ""'CC(O)CO__OCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
834;je700140j;"[""'CC(C)O'"", ""'OCc1ccccc1'"", ""'OCCc1ccccc1'""]";"[""'CC(C)O__OCc1ccccc1'"", ""'OCCc1ccccc1__CC(C)O'"", ""'OCCc1ccccc1__OCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
56;j.fluid.2008.06.019;"[""'CC(C)OC(C)C'"", ""'CCCO'"", ""'Cc1ccccc1'""]";"[""'CCCO__CC(C)OC(C)C'"", ""'CC(C)OC(C)C__Cc1ccccc1'"", ""'CCCO__Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;3;1;1;1;1;6.0;8.0
285;j.jct.2008.09.006;"[""'CCCCCCCCC'"", ""'COCCOC'"", ""'COCCOCCOC'""]";"[""'COCCOC__CCCCCCCCC'"", ""'CCCCCCCCC__COCCOCCOC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
858;je7006549;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'CCc1ccccc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
238;j.jct.2006.08.011;"[""'CCCCCC'"", ""'Cc1ccccc1'""]";"[""'Cc1ccccc1__CCCCCC'""]";['nan'];"[""'Cc1ccccc1__CCCCCC'""]";['nan'];['nan'];3.0;-3.0;2;1;1;1;1;1;4.0;7.0
281;j.jct.2008.06.001;"[""'CCCCCCCO'"", ""'CCCCCCCCO'"", ""'CCCCOCCCC'""]";"[""'CCCCCCCO__CCCCOCCCC'"", ""'CCCCCCCCO__CCCCOCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
767;je3011979;"[""'CCCCC'"", ""'CCCCCC'"", ""'CCCCCCC'"", ""'CCCCCCCC'"", ""'CCCCCCCCC'"", ""'CCCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
766;je3011634;"[""'CC(C)CO'"", ""'CCCO'"", ""'CC(C)O'""]";"[""'CCCO__CC(C)CO'"", ""'CC(C)O__CC(C)CO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
843;je700281z;"[""'CCCCO'"", ""'COCCOCCO'"", ""'CCOCCOCCO'""]";"[""'CCCCO__COCCOCCO'"", ""'CCCCO__CCOCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
297;j.jct.2009.04.001;"[""'Cc1ccc(C)cc1'"", ""'Cc1ccccc1C'"", ""'COCCOC'""]";"[""'Cc1ccc(C)cc1__COCCOC'"", ""'Cc1ccccc1C__COCCOC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
936;je9005344;"[""'COCCO'"", ""'CCCCCCO'"", ""'CCCCCCCCO'""]";"[""'COCCO__CCCCCCO'"", ""'COCCO__CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
860;je700700f;"[""'CCCO'"", ""'CC(C)O'"", ""'O'""]";"[""'CCCO__O'"", ""'CC(C)O__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
939;je900557u;"[""'CCCCCC'"", ""'Cc1ccccc1'"", ""'CCc1ccccc1'""]";"[""'Cc1ccccc1__CCCCCC'"", ""'CCc1ccccc1__CCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
949;je900722;"[""'CCCCO'"", ""'CC(C)CO'"", ""'CC(C)(C)O'""]";"[""'CCCCO__CC(C)CO'"", ""'CCCCO__CC(C)(C)O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
846;je700300y;"[""'CO'"", ""'CCO'""]";"[""'CO__O'"", ""'CCO__O'"", ""'CCO__CO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;3;1;1;1;1;5.0;7.0
499;j.jct.2015.06.004;"[""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
385;j.jct.2012.07.018;"[""'CCO'"", ""'C1CCCCC1'""]";"[""'CCO__C1CCCCC1'""]";['nan'];['nan'];"[""'C1CCCCC1'""]";['nan'];3.0;-3.0;2;1;1;1;1;1;4.0;7.0
263;j.jct.2007.09.004;"[""'CCCOCCO'"", ""'OCCOCCO'"", ""'OCCOCCOCCO'""]";"[""'OCCOCCO__CCCOCCO'"", ""'OCCOCCOCCO__CCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
451;j.jct.2013.10.025;"[""'C1CCOC1'"", ""'CCCCCCO'"", ""'CCCCCCCCO'""]";"[""'C1CCOC1__CCCCCCO'"", ""'C1CCOC1__CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
289;j.jct.2008.11.006;['nan'];"[""'OC1CCCC1__O'"", ""'OC1CCCCC1__O'"", ""'OC1CCCCCC1__O'"", ""'OC1CCCCCCC1__O'"", ""'OCC1CCCCC1__O'"", ""'OCCC1CCCCC1__O'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;6;1;1;1;1;6.0;7.0
575;je0500330;"[""'CO'"", ""'CCO'"", ""'CCC(C)CO'""]";"[""'CO__CCC(C)CO'"", ""'CCO__CCC(C)CO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
884;je8004694;['nan'];"[""'OC1CCCC1__O'"", ""'OC1CCCCC1__O'"", ""'OC1CCCCCC1__O'"", ""'OC1CCCCCCC1__O'"", ""'OCC1CCCCC1__O'"", ""'OCCC1CCCCC1__O'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;6;1;1;1;1;6.0;7.0
826;je600578u;"[""'CCCCOCCCC'"", ""'CCO'"", ""'c1ccccc1'""]";"[""'CCO__CCCCOCCCC'"", ""'c1ccccc1__CCCCOCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
308;j.jct.2009.11.018;['nan'];"[""'CC(O)CO__O'"", ""'OCCCO__O'"", ""'CCC(O)CO__O'"", ""'CC(O)CCO__O'"", ""'OCCCCO__O'"", ""'CC(O)C(C)O__O'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;6;1;1;1;1;6.0;7.0
197;j.jct.2004.09.014;"[""'COCCO'"", ""'COCCOCCO'"", ""'CCOC(C)(C)C'""]";"[""'COCCO__CCOC(C)(C)C'"", ""'COCCOCCO__CCOC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
467;j.jct.2014.01.030;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CC(C)O'"", ""'CCC(C)O'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
691;je101173w;"[""'CCO'""]";"[""'Oc1cccc(O)c1__O'"", ""'CCO__Oc1cccc(O)c1'"", ""'CCCO__Oc1cccc(O)c1'"", ""'CCCCO__Oc1cccc(O)c1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;4;1;1;1;1;5.0;7.0
312;j.jct.2010.03.011;"[""'OCCCCO'"", ""'CC(O)C(C)O'"", ""'CCCCC(CC)CO'""]";"[""'CCCCC(CC)CO__CC(O)C(C)O'"", ""'CCCCC(CC)CO__OCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
850;je700428f;"[""'COC(C)(C)C'"", ""'CCCCCCCCC'"", ""'CCCCCCCCCC'""]";"[""'CCCCCCCCC__COC(C)(C)C'"", ""'CCCCCCCCCC__COC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
316;j.jct.2010.05.016;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
417;j.jct.2013.04.021;"[""'CCCCOCCO'"", ""'CCCCCCO'"", ""'CCCCCCCCO'""]";"[""'CCCCCCO__CCCCOCCO'"", ""'CCCCOCCO__CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
712;je200373q;"[""'CCCCCCCC'"", ""'CCCCCCCCC'""]";"[""'CCCCC__CCCCCCCC'"", ""'CCCCC__CCCCCCCCC'"", ""'CCCCCCCC__CCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;3;1;1;1;1;5.0;7.0
321;j.jct.2010.09.008;"[""'CCCCCCC'"", ""'COCCOC'"", ""'COCCOCCOC'""]";"[""'COCCOC__CCCCCCC'"", ""'COCCOCCOC__CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
914;je9001416;['nan'];"[""'CCO__CC(C)OC(C)C'"", ""'CC(C)OC(C)C__CC(C)CC(C)(C)C'"", ""'CCO__CC(C)CC(C)(C)C'""]";['nan'];"[""'CCO__CC(C)OC(C)C'"", ""'CC(C)OC(C)C__CC(C)CC(C)(C)C'""]";['nan'];['nan'];2.0;-4.0;1;3;1;2;1;1;5.0;7.0
165;j.fluid.2014.12.003;"[""'CCCCCCO'"", ""'CCCCCCCCO'"", ""'c1ccccc1'"", ""'Cc1ccccc1'"", ""'CCc1ccccc1'"", ""'CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
671;je100671v;"[""'CCO'"", ""'CCCCCCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];"[""'CCO'"", ""'CCCCCCCCO'""]";['nan'];2.0;-4.0;3;1;1;1;2;1;5.0;7.0
743;je300347z;"[""'CCO'"", ""'CCCO'"", ""'CC(C)O'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
500;j.jct.2015.06.009;"[""'COC(C)(C)C'"", ""'Cc1ccccc1'"", ""'CCCCO'""]";"[""'CCCCO__COC(C)(C)C'"", ""'CCCCO__Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
892;je800664z;"[""'C1COCO1'"", ""'CC(C)O'"", ""'CC(C)CC(C)(C)C'""]";"[""'CC(C)O__C1COCO1'"", ""'CC(C)CC(C)(C)C__C1COCO1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
77;j.fluid.2011.01.018;"[""'c1ccccc1'"", ""'C1CCCCC1'"", ""'CC(C)CC(C)(C)C'""]";"[""'c1ccccc1__C1CCCCC1'"", ""'c1ccccc1__CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
1056;j.tca.2006.10.025;['nan'];['nan'];['nan'];['nan'];"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'"", ""'CCCCCCO'"", ""'CCCCCCCCO'""]";['nan'];1.0;-5.0;1;1;1;1;6;1;6.0;7.0
3;cs.jced.5b00122;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CC(C)O'"", ""'COCCO'"", ""'CCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
596;je0504156;"[""'Cc1cccc(O)c1'"", ""'OCCO'"", ""'CO'""]";"[""'OCCO__Cc1cccc(O)c1'"", ""'CO__Cc1cccc(O)c1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
1016;j.jct.2009.07.001;['nan'];['nan'];['nan'];"[""'CO__CCCCOCCCC'"", ""'CCCO__CCCCOCCCC'"", ""'CCCCO__CCCCOCCCC'"", ""'CCCCCO__CCCCOCCCC'"", ""'CCCCCCO__CCCCOCCCC'"", ""'CCCCCCCCO__CCCCOCCCC'""]";['nan'];['nan'];1.0;-5.0;1;1;1;6;1;1;6.0;7.0
1031;je060368;['nan'];['nan'];['nan'];"[""'C1CCOCC1__CCCCCCCCCC'"", ""'CCCCCO__C1CCOCC1'"", ""'C1CCOCC1__CCCCCCCCCO'"", ""'CCCCCO__C1CCCCC1'"", ""'C1CCCCC1__CCCCCCCO'"", ""'C1CCCCC1__CCCCCCCCCO'""]";['nan'];['nan'];1.0;-5.0;1;1;1;6;1;1;6.0;7.0
114;j.fluid.2013.06.007;"[""'O'"", ""'CCCCO'"", ""'CCC(C)O'"", ""'CCCCCO'"", ""'CCCCCCO'"", ""'CCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;6;1;1;1;1;1;6.0;7.0
591;je050376y;"[""'Cc1ccc(O)cc1'"", ""'OCCO'"", ""'CO'""]";"[""'Cc1ccc(O)cc1__OCCO'"", ""'CO__Cc1ccc(O)cc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
520;j.tca.2009.02.022;"[""'C1CCCCC1'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CCCCCCCCO'""]";"[""'C1CCCCC1__CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;4;1;1;1;1;1;5.0;7.0
1;cs.jced.5b00031;"[""'CCCCOCC(C)O'"", ""'CCCCCCO'"", ""'CCCCCCCCO'""]";"[""'CCCCCCO__CCCCOCC(C)O'"", ""'CCCCCCCCO__CCCCOCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;3;2;1;1;1;1;5.0;7.0
