;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
541467;j.fluid.2008.03.004;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;310.65;101.0;979.62;1.0
541468;j.fluid.2008.03.004;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;313.15;101.0;968.16;1.0
541469;j.fluid.2008.03.004;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;315.65;101.0;956.8;1.0
541470;j.fluid.2008.03.004;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;318.15;101.0;945.54;1.0
541471;j.fluid.2008.03.004;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;320.65;101.0;934.24;1.0
541472;j.fluid.2008.03.004;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;323.15;101.0;922.97;1.0
601845;j.fluid.2011.06.011;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;283.15;101.325;1196.2;0.2
601846;j.fluid.2011.06.011;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;1146.2;0.2
601847;j.fluid.2011.06.011;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.325;1096.7;0.2
601848;j.fluid.2011.06.011;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;328.15;101.325;1047.0;0.2
642476;j.fluid.2013.06.021;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1240.56;0.1
676811;j.fluid.2014.06.005;2-methyl-2-propanol;CC(C)(C)O;75-65-0;InChIKey=DKGAVHZHDRPRBM-UHFFFAOYSA-N;298.15;101.325;1120.82;0.5
676812;j.fluid.2014.06.005;2-methyl-2-propanol;CC(C)(C)O;75-65-0;InChIKey=DKGAVHZHDRPRBM-UHFFFAOYSA-N;303.15;101.325;1099.05;0.5
676813;j.fluid.2014.06.005;2-methyl-2-propanol;CC(C)(C)O;75-65-0;InChIKey=DKGAVHZHDRPRBM-UHFFFAOYSA-N;308.15;101.325;1077.13;0.5
676814;j.fluid.2014.06.005;2-methyl-2-propanol;CC(C)(C)O;75-65-0;InChIKey=DKGAVHZHDRPRBM-UHFFFAOYSA-N;313.15;101.325;1055.57;0.5
676815;j.fluid.2014.06.005;2-methyl-2-propanol;CC(C)(C)O;75-65-0;InChIKey=DKGAVHZHDRPRBM-UHFFFAOYSA-N;318.15;101.325;1034.09;0.5
676816;j.fluid.2014.06.005;2-methyl-2-propanol;CC(C)(C)O;75-65-0;InChIKey=DKGAVHZHDRPRBM-UHFFFAOYSA-N;323.15;101.325;1013.38;0.5
692640;j.fluid.2014.11.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.325;1482.78;0.5
692641;j.fluid.2014.11.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.325;1496.8;0.5
692642;j.fluid.2014.11.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.325;1509.14;0.5
692643;j.fluid.2014.11.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.325;1519.79;0.5
692644;j.fluid.2014.11.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.325;1528.85;0.5
692645;j.fluid.2014.11.005;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;318.15;101.325;1536.41;0.5
692652;j.fluid.2014.11.005;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.325;1161.97;0.5
692653;j.fluid.2014.11.005;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;1145.44;0.5
692654;j.fluid.2014.11.005;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.325;1128.77;0.5
692655;j.fluid.2014.11.005;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.325;1112.14;0.5
692656;j.fluid.2014.11.005;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.325;1095.49;0.5
692657;j.fluid.2014.11.005;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;318.15;101.325;1078.79;0.5
740902;s10765-009-0665-4;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;1256.3;0.5
745929;s10765-010-0862-1;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.325;1520.4;0.45612
745930;s10765-010-0862-1;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.325;1528.0;0.4584
745931;s10765-010-0862-1;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;318.15;101.325;1535.2;0.46056
872940;je0500330;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;1143.0;0.1
898303;je050294+;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;283.15;101.325;1292.2;0.1
898304;je050294+;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1240.7;0.1
898305;je050294+;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;101.325;1191.4;0.1
924281;je060017i;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;283.15;101.325;1292.1;0.1
924282;je060017i;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1242.9;0.1
924283;je060017i;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;101.325;1186.3;0.1
933132;je0601098;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;1142.1;0.5
933136;je0601098;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;1241.6;0.5
933140;je0601098;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;298.15;101.0;1280.2;0.5
936592;je060126;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;1144.0;1.0
945145;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;292.84;101.0;1153.67;0.1
945146;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.84;101.0;1127.72;0.1
945147;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;303.8;101.0;1106.38;0.1
945148;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;308.78;101.0;1085.1;0.1
945149;je060200b;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;314.87;101.0;1059.14;0.1
947469;je060228n;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;1146.3;0.1
947470;je060228n;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.0;1092.8;0.1
947471;je060228n;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;328.15;101.0;1043.2;0.1
986945;je060311a;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;298.15;101.0;1292.2;0.2
1043053;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;292.7;101.0;1154.11;0.1
1043054;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.0;101.0;1131.06;0.1
1043055;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;302.98;101.0;1109.45;0.1
1043056;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;308.06;101.0;1087.42;0.1
1043057;je100610v;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.45;101.0;1064.29;0.1
1044517;je100652b;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1244.0;0.8
1044518;je100652b;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.325;1212.0;0.8
1055487;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;283.15;101.325;1065.52;0.01
1055488;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;288.15;101.325;1043.14;0.01
1055489;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;293.15;101.325;1020.62;0.01
1055490;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;298.15;101.325;998.27;0.01
1055491;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;303.15;101.325;976.02;0.01
1055492;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;308.15;101.325;953.94;0.01
1055493;je100765j;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;313.15;101.325;932.01;0.01
1058686;je1008262;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;303.15;101.0;975.0;1.0
1058687;je1008262;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;313.15;101.0;934.0;1.0
1058688;je1008262;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;323.15;101.0;891.0;1.0
1058689;je1008262;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;323.15;101.0;892.0;1.0
1068097;je100967k;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.0;1162.3;0.22
1068098;je100967k;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.0;1128.9;0.22
1068099;je100967k;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.0;1095.4;0.22
1068100;je100967k;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;101.0;1071.9;0.22
1068113;je100967k;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.0;1482.7;0.22
1068114;je100967k;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;1509.4;0.22
1068115;je100967k;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.0;1529.1;0.22
1068116;je100967k;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;323.15;101.0;1541.7;0.22
1084000;je1012857;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1241.1;0.1
1115146;je200609g;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;278.15;101.325;1374.98;0.05
1115147;je200609g;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;288.15;101.325;1325.78;0.05
1115148;je200609g;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;298.15;101.325;1277.37;0.05
1115149;je200609g;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;308.15;101.325;1229.61;0.05
1115150;je200609g;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;318.15;101.325;1182.37;0.05
1145789;je201152j;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;1144.2;0.7
1151558;je201334p;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.15;101.0;1466.6;0.6
1151559;je201334p;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;1497.4;0.6
1151560;je201334p;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;1522.3;0.6
1158781;je300134c;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;278.15;101.0;1427.35;0.05
1158782;je300134c;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.15;101.0;1466.98;0.05
1158783;je300134c;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;1497.34;0.05
1158784;je300134c;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;1520.26;0.05
1158785;je300134c;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;318.15;101.0;1536.76;0.05
1158786;je300134c;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;328.15;101.0;1547.68;0.05
1158787;je300134c;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;338.15;101.0;1553.61;0.05
1168972;je300384g;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;1240.0;1.0
1168973;je300384g;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.15;101.0;1190.0;1.0
1168974;je300384g;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;328.15;101.0;1140.0;1.0
1226875;je400134d;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;293.15;101.325;1150.9;0.1
1226876;je400134d;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;101.325;1129.6;0.1
1226877;je400134d;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;303.15;101.325;1111.2;0.1
1256103;je400539h;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;298.15;101.0;1268.0;1.0
1256104;je400539h;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;303.15;101.0;1248.0;1.0
1256105;je400539h;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;308.15;101.0;1228.0;1.0
1256106;je400539h;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;313.15;101.0;1212.0;1.0
1267852;je400781b;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;293.15;101.0;1301.9;0.5
1267853;je400781b;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;298.15;101.0;1277.5;0.5
1267854;je400781b;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;303.15;101.0;1253.2;0.5
1267855;je400781b;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;308.15;101.0;1229.0;0.5
1323262;je500594z;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;278.15;101.0;1212.93;0.02
1323263;je500594z;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;1143.07;0.02
1323264;je500594z;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;318.15;101.0;1075.67;0.02
1323265;je500594z;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;338.15;101.0;1009.39;0.02
1332607;je5007604;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.151;101.0;1257.01;0.5
1332608;je5007604;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.149;101.0;1240.37;0.5
1332609;je5007604;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.149;101.0;1223.64;0.5
1332610;je5007604;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.149;101.0;1206.95;0.5
1332611;je5007604;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;313.149;101.0;1190.34;0.5
1332612;je5007604;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;318.149;101.0;1173.84;0.5
1332613;je5007604;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;323.149;101.0;1157.36;0.5
1389000;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;278.15;101.325;1212.52;0.05
1389001;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;288.15;101.325;1177.69;0.05
1389002;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.325;1142.88;0.05
1389003;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.325;1109.16;0.05
1389004;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;318.15;101.325;1075.8;0.05
1389005;je7001804;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;328.15;101.325;1042.79;0.05
1405071;je700281z;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;1256.74;0.1
1405072;je700281z;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1239.19;0.1
1405073;je700281z;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.325;1222.7;0.1
1413628;je700338t;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;298.15;101.325;1278.24;0.5
1434795;je7005727;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;1256.74;0.1
1434796;je7005727;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1239.19;0.1
1434797;je7005727;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.325;1222.7;0.1
1449736;je7007654;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.0;1240.5;0.1
1449737;je7007654;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;303.15;101.0;1226.5;0.1
1449738;je7007654;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.0;1209.8;0.1
1532459;je800981d;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;1146.0;1.0
1532460;je800981d;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.0;1093.0;1.0
1532461;je800981d;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;328.15;101.0;1043.0;1.0
1555960;je900274n;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;298.15;101.0;1037.0;1.0
1555963;je900274n;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;298.15;101.0;997.0;1.0
1564481;je9003959;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.0;101.0;1482.72;0.29
1564482;je9003959;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.0;101.0;1496.94;0.29
1564483;je9003959;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.0;101.0;1509.36;0.29
1564484;je9003959;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.0;101.0;1529.06;0.29
1564485;je9003959;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;323.0;101.0;1542.73;0.29
1587176;je900597n;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;288.15;101.0;1086.62;0.05
1587177;je900597n;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;293.15;101.0;1063.43;0.05
1587178;je900597n;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;298.15;101.0;1040.35;0.05
1587179;je900597n;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;303.15;101.0;1017.42;0.05
1587180;je900597n;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;308.15;101.0;994.68;0.05
1587181;je900597n;methyl tert-butyl ether;COC(C)(C)C;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;288.15;101.0;1086.92;0.05
1591639;je9006597;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;303.15;101.0;1116.0;2.232
1591640;je9006597;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;308.15;101.0;1092.0;2.184
1591641;je9006597;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;313.15;101.0;1072.0;2.144
1634125;je9010882;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;298.15;101.0;1142.02;1.0
1662267;j.tca.2005.10.008;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;303.15;101.325;974.9;1.46235
1662277;j.tca.2005.10.008;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;303.15;101.325;1110.5;1.66575
1662284;j.tca.2005.10.008;2,2,4-trimethylpentane;CC(C)CC(C)(C)C;31921-36-5;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N;303.15;101.325;1060.8;1.5912
1675535;j.tca.2008.06.004;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;308.15;101.325;1088.0;1.0
1681356;j.tca.2009.03.014;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;308.15;101.325;1112.0;1.0
1681362;j.tca.2009.03.014;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.325;1232.2;1.0
1687836;j.tca.2010.03.012;heptane;CCCCCCC;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;298.15;101.325;1088.0;1.0
1689256;j.tca.2010.04.025;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;303.15;101.0;1256.0;1.0
1689257;j.tca.2010.04.025;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;313.15;101.0;1212.0;1.0
1689258;j.tca.2010.04.025;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;323.15;101.0;1171.0;1.0
1694757;j.tca.2011.01.019;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;303.15;101.0;976.0;1.0
1694758;j.tca.2011.01.019;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;313.15;101.0;932.0;1.0
1694759;j.tca.2011.01.019;isopropyl ether;CC(C)OC(C)C;108-20-3;InChIKey=ZAFNJMIOTHYJRJ-UHFFFAOYSA-N;323.15;101.0;889.0;1.0
1694763;j.tca.2011.01.019;tetrahydrofuran;C1CCOC1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;303.15;101.0;1254.0;1.0
