,filename,components,smiles,"Temperature, K","Pressure, kPa","Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
1491962,je800356,"1,5-pentanediol",OCCCCCO,327.65,101.325,,,,,,,254.7,0.38205,,,,,,
1491963,je800356,"1,5-pentanediol",OCCCCCO,329.15,101.325,,,,,,,255.92,0.38388,,,,,,
1491964,je800356,"1,5-pentanediol",OCCCCCO,330.65,101.325,,,,,,,257.14,0.38571,,,,,,
1491965,je800356,"1,5-pentanediol",OCCCCCO,332.15,101.325,,,,,,,258.37,0.387555,,,,,,
1491966,je800356,"1,5-pentanediol",OCCCCCO,333.65,101.325,,,,,,,259.61,0.389415,,,,,,
1491967,je800356,"1,5-pentanediol",OCCCCCO,335.15,101.325,,,,,,,260.86,0.39129,,,,,,
1491968,je800356,"1,5-pentanediol",OCCCCCO,336.65,101.325,,,,,,,262.11,0.393165,,,,,,
1491969,je800356,"1,5-pentanediol",OCCCCCO,338.15,101.325,,,,,,,263.38,0.39507,,,,,,
1491970,je800356,"1,5-pentanediol",OCCCCCO,339.65,101.325,,,,,,,264.65,0.396975,,,,,,
1491971,je800356,"1,5-pentanediol",OCCCCCO,341.15,101.325,,,,,,,265.93,0.398895,,,,,,
1491972,je800356,"1,5-pentanediol",OCCCCCO,342.65,101.325,,,,,,,267.22,0.40083,,,,,,
1491973,je800356,"1,5-pentanediol",OCCCCCO,344.15,101.325,,,,,,,268.51,0.402765,,,,,,
1491974,je800356,"1,5-pentanediol",OCCCCCO,345.65,101.325,,,,,,,269.82,0.40473,,,,,,
1491975,je800356,"1,5-pentanediol",OCCCCCO,347.15,101.325,,,,,,,271.13,0.406695,,,,,,
1491976,je800356,"1,5-pentanediol",OCCCCCO,348.65,101.325,,,,,,,272.45,0.408675,,,,,,
1491977,je800356,"1,5-pentanediol",OCCCCCO,350.15,101.325,,,,,,,273.78,0.41067,,,,,,
1491978,je800356,"1,5-pentanediol",OCCCCCO,351.65,101.325,,,,,,,275.12,0.41268,,,,,,
1491979,je800356,"1,5-pentanediol",OCCCCCO,353.15,101.325,,,,,,,276.46,0.41469,,,,,,
1491980,je800356,"1,5-pentanediol",OCCCCCO,298.15,101.325,,,,,,,232.49,0.348735,,,,,,
1491981,je800356,hexylene glycol,OCCCCCCO,318.65,101.325,,,,,,,282.66,0.42399,,,,,,
1491982,je800356,hexylene glycol,OCCCCCCO,320.15,101.325,,,,,,,284.25,0.426375,,,,,,
1491983,je800356,hexylene glycol,OCCCCCCO,321.65,101.325,,,,,,,285.84,0.42876,,,,,,
1491984,je800356,hexylene glycol,OCCCCCCO,323.15,101.325,,,,,,,287.42,0.43113,,,,,,
1491985,je800356,hexylene glycol,OCCCCCCO,324.65,101.325,,,,,,,288.99,0.433485,,,,,,
1491986,je800356,hexylene glycol,OCCCCCCO,326.15,101.325,,,,,,,290.55,0.435825,,,,,,
1491987,je800356,hexylene glycol,OCCCCCCO,327.65,101.325,,,,,,,292.12,0.43818,,,,,,
1491988,je800356,hexylene glycol,OCCCCCCO,329.15,101.325,,,,,,,293.67,0.440505,,,,,,
1491989,je800356,hexylene glycol,OCCCCCCO,330.65,101.325,,,,,,,295.22,0.44283,,,,,,
1491990,je800356,hexylene glycol,OCCCCCCO,332.15,101.325,,,,,,,296.76,0.44514,,,,,,
1491991,je800356,hexylene glycol,OCCCCCCO,333.65,101.325,,,,,,,298.3,0.44745,,,,,,
1491992,je800356,hexylene glycol,OCCCCCCO,335.15,101.325,,,,,,,299.83,0.449745,,,,,,
1491993,je800356,hexylene glycol,OCCCCCCO,336.65,101.325,,,,,,,301.36,0.45204,,,,,,
1491994,je800356,hexylene glycol,OCCCCCCO,338.15,101.325,,,,,,,302.88,0.45432,,,,,,
1491995,je800356,hexylene glycol,OCCCCCCO,339.65,101.325,,,,,,,304.4,0.4566,,,,,,
1491996,je800356,hexylene glycol,OCCCCCCO,341.15,101.325,,,,,,,305.91,0.458865,,,,,,
1491997,je800356,hexylene glycol,OCCCCCCO,342.65,101.325,,,,,,,307.41,0.461115,,,,,,
1491998,je800356,hexylene glycol,OCCCCCCO,344.15,101.325,,,,,,,308.91,0.463365,,,,,,
1491999,je800356,hexylene glycol,OCCCCCCO,345.65,101.325,,,,,,,310.4,0.4656,,,,,,
1492000,je800356,hexylene glycol,OCCCCCCO,347.15,101.325,,,,,,,311.88,0.46782,,,,,,
1492001,je800356,hexylene glycol,OCCCCCCO,348.65,101.325,,,,,,,313.36,0.47004,,,,,,
1492002,je800356,hexylene glycol,OCCCCCCO,350.15,101.325,,,,,,,314.84,0.47226,,,,,,
1492003,je800356,hexylene glycol,OCCCCCCO,351.65,101.325,,,,,,,316.31,0.474465,,,,,,
1492004,je800356,hexylene glycol,OCCCCCCO,353.15,101.325,,,,,,,317.77,0.476655,,,,,,
1492005,je800356,"1,7-heptanediol",OCCCCCCCO,293.15,101.325,,,,,,,292.06,0.43809,,,,,,
1492006,je800356,"1,7-heptanediol",OCCCCCCCO,294.65,101.325,,,,,,,293.4,0.4401,,,,,,
1492007,je800356,"1,7-heptanediol",OCCCCCCCO,296.15,101.325,,,,,,,294.75,0.442125,,,,,,
1492008,je800356,"1,7-heptanediol",OCCCCCCCO,297.65,101.325,,,,,,,296.11,0.444165,,,,,,
1492009,je800356,"1,7-heptanediol",OCCCCCCCO,299.15,101.325,,,,,,,297.48,0.44622,,,,,,
1492010,je800356,"1,7-heptanediol",OCCCCCCCO,300.65,101.325,,,,,,,298.87,0.448305,,,,,,
1492011,je800356,"1,7-heptanediol",OCCCCCCCO,302.15,101.325,,,,,,,300.26,0.45039,,,,,,
1492012,je800356,"1,7-heptanediol",OCCCCCCCO,303.65,101.325,,,,,,,301.67,0.452505,,,,,,
1492013,je800356,"1,7-heptanediol",OCCCCCCCO,305.15,101.325,,,,,,,303.09,0.454635,,,,,,
1492014,je800356,"1,7-heptanediol",OCCCCCCCO,306.65,101.325,,,,,,,304.51,0.456765,,,,,,
1492015,je800356,"1,7-heptanediol",OCCCCCCCO,308.15,101.325,,,,,,,305.95,0.458925,,,,,,
1492016,je800356,"1,7-heptanediol",OCCCCCCCO,309.65,101.325,,,,,,,307.41,0.461115,,,,,,
1492017,je800356,"1,7-heptanediol",OCCCCCCCO,311.15,101.325,,,,,,,308.87,0.463305,,,,,,
1492018,je800356,"1,7-heptanediol",OCCCCCCCO,312.65,101.325,,,,,,,310.34,0.46551,,,,,,
1492019,je800356,"1,7-heptanediol",OCCCCCCCO,314.15,101.325,,,,,,,311.83,0.467745,,,,,,
1492020,je800356,"1,7-heptanediol",OCCCCCCCO,315.65,101.325,,,,,,,313.33,0.469995,,,,,,
1492021,je800356,"1,7-heptanediol",OCCCCCCCO,317.15,101.325,,,,,,,314.83,0.472245,,,,,,
1492022,je800356,"1,7-heptanediol",OCCCCCCCO,318.65,101.325,,,,,,,316.35,0.474525,,,,,,
1492023,je800356,"1,7-heptanediol",OCCCCCCCO,320.15,101.325,,,,,,,317.88,0.47682,,,,,,
1492024,je800356,"1,7-heptanediol",OCCCCCCCO,321.65,101.325,,,,,,,319.43,0.479145,,,,,,
1492025,je800356,"1,7-heptanediol",OCCCCCCCO,323.15,101.325,,,,,,,320.98,0.48147,,,,,,
1492026,je800356,"1,7-heptanediol",OCCCCCCCO,324.65,101.325,,,,,,,322.54,0.48381,,,,,,
1492027,je800356,"1,7-heptanediol",OCCCCCCCO,326.15,101.325,,,,,,,324.12,0.48618,,,,,,
1492028,je800356,"1,7-heptanediol",OCCCCCCCO,327.65,101.325,,,,,,,325.71,0.488565,,,,,,
1492029,je800356,"1,7-heptanediol",OCCCCCCCO,329.15,101.325,,,,,,,327.31,0.490965,,,,,,
1492030,je800356,"1,7-heptanediol",OCCCCCCCO,330.65,101.325,,,,,,,328.0,0.492,,,,,,
1492031,je800356,"1,7-heptanediol",OCCCCCCCO,332.15,101.325,,,,,,,330.54,0.49581,,,,,,
1492032,je800356,"1,7-heptanediol",OCCCCCCCO,333.65,101.325,,,,,,,332.17,0.498255,,,,,,
1492033,je800356,"1,7-heptanediol",OCCCCCCCO,335.15,101.325,,,,,,,333.81,0.500715,,,,,,
1492034,je800356,"1,7-heptanediol",OCCCCCCCO,336.65,101.325,,,,,,,335.47,0.503205,,,,,,
1492035,je800356,"1,7-heptanediol",OCCCCCCCO,338.15,101.325,,,,,,,337.13,0.505695,,,,,,
1492036,je800356,"1,7-heptanediol",OCCCCCCCO,339.65,101.325,,,,,,,338.81,0.508215,,,,,,
1492037,je800356,"1,7-heptanediol",OCCCCCCCO,341.15,101.325,,,,,,,340.5,0.51075,,,,,,
1492038,je800356,"1,7-heptanediol",OCCCCCCCO,342.65,101.325,,,,,,,342.2,0.5133,,,,,,
1492039,je800356,"1,7-heptanediol",OCCCCCCCO,344.15,101.325,,,,,,,343.91,0.515865,,,,,,
1492040,je800356,"1,7-heptanediol",OCCCCCCCO,345.65,101.325,,,,,,,345.63,0.518445,,,,,,
1492041,je800356,"1,7-heptanediol",OCCCCCCCO,347.15,101.325,,,,,,,347.37,0.521055,,,,,,
1492042,je800356,"1,7-heptanediol",OCCCCCCCO,348.65,101.325,,,,,,,349.11,0.523665,,,,,,
1492043,je800356,"1,7-heptanediol",OCCCCCCCO,350.15,101.325,,,,,,,350.87,0.526305,,,,,,
1492044,je800356,"1,7-heptanediol",OCCCCCCCO,351.65,101.325,,,,,,,352.64,0.52896,,,,,,
1492045,je800356,"1,7-heptanediol",OCCCCCCCO,353.15,101.325,,,,,,,354.42,0.53163,,,,,,
1492046,je800356,"1,8-octanediol",OCCCCCCCCO,333.65,101.325,,,,,,,371.35,0.557025,,,,,,
1492047,je800356,"1,8-octanediol",OCCCCCCCCO,335.15,101.325,,,,,,,373.24,0.55986,,,,,,
1492048,je800356,"1,8-octanediol",OCCCCCCCCO,336.65,101.325,,,,,,,375.13,0.562695,,,,,,
1492049,je800356,"1,8-octanediol",OCCCCCCCCO,338.15,101.325,,,,,,,377.03,0.565545,,,,,,
1492050,je800356,"1,8-octanediol",OCCCCCCCCO,339.65,101.325,,,,,,,378.93,0.568395,,,,,,
1492051,je800356,"1,8-octanediol",OCCCCCCCCO,341.15,101.325,,,,,,,380.83,0.571245,,,,,,
1492052,je800356,"1,8-octanediol",OCCCCCCCCO,342.65,101.325,,,,,,,382.74,0.57411,,,,,,
1492053,je800356,"1,8-octanediol",OCCCCCCCCO,344.15,101.325,,,,,,,384.65,0.576975,,,,,,
1492054,je800356,"1,8-octanediol",OCCCCCCCCO,345.65,101.325,,,,,,,386.56,0.57984,,,,,,
1492055,je800356,"1,8-octanediol",OCCCCCCCCO,347.15,101.325,,,,,,,388.48,0.58272,,,,,,
1492056,je800356,"1,8-octanediol",OCCCCCCCCO,348.65,101.325,,,,,,,390.4,0.5856,,,,,,
1492057,je800356,"1,8-octanediol",OCCCCCCCCO,350.15,101.325,,,,,,,392.32,0.58848,,,,,,
1492058,je800356,"1,8-octanediol",OCCCCCCCCO,351.65,101.325,,,,,,,394.24,0.59136,,,,,,
1492059,je800356,"1,8-octanediol",OCCCCCCCCO,353.15,101.325,,,,,,,396.17,0.594255,,,,,,
1492397,je8003707,cyclohexane,C1CCCCC1,288.15,101.0,783.3,0.1,,,,,,,,,,,,
1492398,je8003707,cyclohexane,C1CCCCC1,293.15,101.0,778.6,0.1,,,,,,,,,,,,
1492399,je8003707,cyclohexane,C1CCCCC1,298.15,101.0,773.9,0.1,,,,,,,,,,,,
1492400,je8003707,cyclohexane,C1CCCCC1,303.15,101.0,769.2,0.1,,,,,,,,,,,,
1492401,je8003707,cyclohexane,C1CCCCC1,308.15,101.0,764.5,0.1,,,,,,,,,,,,
1492407,je8003707,heptane,CCCCCCC,288.15,101.0,688.1,0.1,,,,,,,,,,,,
1492408,je8003707,heptane,CCCCCCC,293.15,101.0,683.8,0.1,,,,,,,,,,,,
1492409,je8003707,heptane,CCCCCCC,298.15,101.0,679.7,0.1,,,,,,,,,,,,
1492410,je8003707,heptane,CCCCCCC,303.15,101.0,675.4,0.1,,,,,,,,,,,,
1492411,je8003707,heptane,CCCCCCC,308.15,101.0,671.1,0.1,,,,,,,,,,,,
1494622,je800407h,methanol,CO,298.15,101.325,866.84,,,,,,,,,,,,,
1494623,je800407h,ethanol,CCO,298.15,101.325,866.84,,,,,,,,,,,,,
1495822,je800417q,octane,CCCCCCCC,298.15,20900.0,715.2,,,,,,,,,,,,,
1495823,je800417q,octane,CCCCCCCC,298.15,40600.0,728.3,,,,,,,,,,,,,
1495824,je800417q,octane,CCCCCCCC,298.15,60900.0,740.0,,,,,,,,,,,,,
1495825,je800417q,octane,CCCCCCCC,298.15,80100.0,749.8,,,,,,,,,,,,,
1495826,je800417q,octane,CCCCCCCC,298.15,100300.0,759.1,,,,,,,,,,,,,
1495833,je800417q,octane,CCCCCCCC,298.15,80000.0,749.6,,,,,,,,,,,,,
1495836,je800417q,octane,CCCCCCCC,323.15,20100.0,697.0,,,,,,,,,,,,,
1495837,je800417q,octane,CCCCCCCC,323.15,40000.0,712.0,,,,,,,,,,,,,
1495838,je800417q,octane,CCCCCCCC,323.15,60600.0,725.0,,,,,,,,,,,,,
1495839,je800417q,octane,CCCCCCCC,323.15,80100.0,735.8,,,,,,,,,,,,,
1495840,je800417q,octane,CCCCCCCC,323.15,101000.0,746.1,,,,,,,,,,,,,
1495847,je800417q,octane,CCCCCCCC,323.15,80100.0,735.6,,,,,,,,,,,,,
1495850,je800417q,octane,CCCCCCCC,348.15,20400.0,679.6,,,,,,,,,,,,,
1495851,je800417q,octane,CCCCCCCC,348.15,40800.0,696.7,,,,,,,,,,,,,
1495852,je800417q,octane,CCCCCCCC,348.15,60700.0,710.6,,,,,,,,,,,,,
1495853,je800417q,octane,CCCCCCCC,348.15,80100.0,722.4,,,,,,,,,,,,,
1495854,je800417q,octane,CCCCCCCC,348.15,101000.0,733.4,,,,,,,,,,,,,
1495861,je800417q,octane,CCCCCCCC,348.15,80100.0,722.4,,,,,,,,,,,,,
1495864,je800417q,octane,CCCCCCCC,373.15,20600.0,662.0,,,,,,,,,,,,,
1495865,je800417q,octane,CCCCCCCC,373.15,39900.0,680.4,,,,,,,,,,,,,
1495866,je800417q,octane,CCCCCCCC,373.15,60000.0,696.0,,,,,,,,,,,,,
1495867,je800417q,octane,CCCCCCCC,373.15,80200.0,709.3,,,,,,,,,,,,,
1495868,je800417q,octane,CCCCCCCC,373.15,101100.0,721.3,,,,,,,,,,,,,
1495874,je800417q,octane,CCCCCCCC,398.15,21600.0,644.4,,,,,,,,,,,,,
1495875,je800417q,octane,CCCCCCCC,398.15,42000.0,665.9,,,,,,,,,,,,,
1495876,je800417q,octane,CCCCCCCC,398.15,80900.0,695.8,,,,,,,,,,,,,
1495881,je800417q,octane,CCCCCCCC,398.15,79400.0,694.8,,,,,,,,,,,,,
1495882,je800417q,octane,CCCCCCCC,398.15,21600.0,644.6,,,,,,,,,,,,,
1495999,je800417q,decane,CCCCCCCCCC,298.15,50100.0,758.5,,,,,,,,,,,,,
1496004,je800417q,decane,CCCCCCCCCC,298.15,50300.0,759.2,,,,,,,,,,,,,
1496007,je800417q,decane,CCCCCCCCCC,323.15,52000.0,744.6,,,,,,,,,,,,,
1496008,je800417q,decane,CCCCCCCCCC,323.15,100700.0,769.2,,,,,,,,,,,,,
1496012,je800417q,decane,CCCCCCCCCC,323.15,52400.0,745.7,,,,,,,,,,,,,
1496015,je800417q,decane,CCCCCCCCCC,348.15,51000.0,729.2,,,,,,,,,,,,,
1496016,je800417q,decane,CCCCCCCCCC,348.15,101500.0,757.0,,,,,,,,,,,,,
1496020,je800417q,decane,CCCCCCCCCC,348.15,51100.0,730.1,,,,,,,,,,,,,
1496023,je800417q,decane,CCCCCCCCCC,373.15,51100.0,714.7,,,,,,,,,,,,,
1496024,je800417q,decane,CCCCCCCCCC,373.15,101700.0,744.7,,,,,,,,,,,,,
1496028,je800417q,decane,CCCCCCCCCC,373.15,51500.0,715.7,,,,,,,,,,,,,
1496063,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,40100.0,885.9,,,,,,,,,,,,,
1496064,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,80400.0,906.5,,,,,,,,,,,,,
1496069,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,80300.0,906.9,,,,,,,,,,,,,
1496072,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,41000.0,886.7,,,,,,,,,,,,,
1496073,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,79700.0,906.3,,,,,,,,,,,,,
1496078,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,298.15,80800.0,907.5,,,,,,,,,,,,,
1496081,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,323.15,41700.0,868.8,,,,,,,,,,,,,
1496082,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,323.15,80500.0,890.3,,,,,,,,,,,,,
1496087,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,323.15,81400.0,891.8,,,,,,,,,,,,,
1496090,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,348.15,41400.0,850.2,,,,,,,,,,,,,
1496091,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,348.15,80900.0,874.3,,,,,,,,,,,,,
1496096,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,348.15,80900.0,875.3,,,,,,,,,,,,,
1496099,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,373.15,41800.0,832.4,,,,,,,,,,,,,
1496100,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,373.15,81400.0,858.7,,,,,,,,,,,,,
1496105,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,373.15,80800.0,859.3,,,,,,,,,,,,,
1496108,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,389.15,39700.0,811.9,,,,,,,,,,,,,
1496109,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,389.15,79700.0,841.6,,,,,,,,,,,,,
1496114,je800417q,"1,3-dimethylbenzene",Cc1cccc(C)c1,389.15,80300.0,841.9,,,,,,,,,,,,,
1496225,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,298.15,40300.0,986.3,,,,,,,,,,,,,
1496226,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,298.15,78600.0,1003.0,,,,,,,,,,,,,
1496231,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,298.15,80900.0,1005.0,,,,,,,,,,,,,
1496234,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,323.15,39900.0,968.5,,,,,,,,,,,,,
1496235,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,323.15,80300.0,987.7,,,,,,,,,,,,,
1496240,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,323.15,80600.0,988.7,,,,,,,,,,,,,
1496243,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,348.15,41000.0,951.4,,,,,,,,,,,,,
1496244,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,348.15,79700.0,971.3,,,,,,,,,,,,,
1496249,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,348.15,80600.0,972.7,,,,,,,,,,,,,
1496252,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,373.15,40500.0,933.9,,,,,,,,,,,,,
1496253,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,373.15,80300.0,956.3,,,,,,,,,,,,,
1496258,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,373.15,81100.0,957.5,,,,,,,,,,,,,
1496261,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,398.15,40500.0,916.9,,,,,,,,,,,,,
1496262,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,398.15,80600.0,941.5,,,,,,,,,,,,,
1496267,je800417q,"1,2,3,4-tetrahydronaphthalene",C1CCc2ccccc2C1,398.15,81800.0,942.0,,,,,,,,,,,,,
1497532,je800446c,dibutyl ether,CCCCOCCCC,298.15,101.325,764.23,,,,,,,,,,,,,
1497533,je800446c,methanol,CO,298.15,101.325,786.57,,,,,,,,,,,,,
1497534,je800446c,ethanol,CCO,298.15,101.325,785.35,,,,,,,,,,,,,
1497535,je800446c,1-propanol,CCCO,298.15,101.325,799.98,,,,,,,,,,,,,
1497536,je800446c,2-propanol,CC(C)O,298.15,101.325,781.35,,,,,,,,,,,,,
1497537,je800446c,1-butanol,CCCCO,298.15,101.325,805.85,,,,,,,,,,,,,
1497539,je800446c,water,O,298.15,101.325,997.21,,,,,,,,,,,,,
1497920,je8004613,octane,CCCCCCCC,288.15,101.325,706.58,,,,,,,,,,,,,
1497921,je8004613,octane,CCCCCCCC,293.15,101.325,702.57,,,,,,,,,,,,,
1497922,je8004613,octane,CCCCCCCC,298.15,101.325,698.55,,,,,,,,,,,,,
1497923,je8004613,octane,CCCCCCCC,303.15,101.325,694.48,,,,,,,,,,,,,
1497924,je8004613,octane,CCCCCCCC,308.15,101.325,690.42,,,,,,,,,,,,,
1497925,je8004613,octane,CCCCCCCC,288.15,101.325,,,1213.6,,,,,,,,,,,
1497926,je8004613,octane,CCCCCCCC,293.15,101.325,,,1193.0,,,,,,,,,,,
1497927,je8004613,octane,CCCCCCCC,298.15,101.325,,,1171.9,,,,,,,,,,,
1497928,je8004613,octane,CCCCCCCC,303.15,101.325,,,1151.0,,,,,,,,,,,
1497929,je8004613,octane,CCCCCCCC,308.15,101.325,,,1130.3,,,,,,,,,,,
1501045,je800497u,1-propanol,CCCO,293.15,101.0,803.5,0.12,,,,,,,,,,,,
1501046,je800497u,1-propanol,CCCO,298.15,101.0,799.6,0.12,,,,,,,,,,,,
1501049,je800497u,1-pentanol,CCCCCO,293.15,101.0,814.6,0.12,,,,,,,,,,,,
1501050,je800497u,1-pentanol,CCCCCO,298.15,101.0,811.0,0.12,,,,,,,,,,,,
1501053,je800497u,1-heptanol,CCCCCCCO,293.15,101.0,822.2,0.12,,,,,,,,,,,,
1501054,je800497u,1-heptanol,CCCCCCCO,298.15,101.0,818.7,0.12,,,,,,,,,,,,
1501057,je800497u,1-nonanol,CCCCCCCCCO,293.15,101.0,827.9,0.12,,,,,,,,,,,,
1501058,je800497u,1-nonanol,CCCCCCCCCO,298.15,101.0,824.4,0.12,,,,,,,,,,,,
1501838,je800503d,ethanol,CCO,298.15,101.325,785.04,0.02,,,,,,,,,,,,
1502961,je800520w,methanol,CO,293.15,101.325,791.7,,,,,,,,,,,,,
1502963,je800520w,1-propanol,CCCO,293.15,101.325,803.8,,,,,,,,,,,,,
1502965,je800520w,2-propanol,CC(C)O,293.15,101.325,784.9,,,,,,,,,,,,,
1502967,je800520w,1-butanol,CCCCO,293.15,101.325,810.3,,,,,,,,,,,,,
1502971,je800520w,1-pentanol,CCCCCO,293.15,101.325,812.9,,,,,,,,,,,,,
1502973,je800520w,1-hexanol,CCCCCCO,293.15,101.325,813.8,,,,,,,,,,,,,
1503549,je800535c,ethanol,CCO,298.15,101.325,785.34,0.02,,,,,,,,,,,,
1503751,je8005369,isopropyl ether,CC(C)OC(C)C,253.15,4720.0,766.842,,,,,,,,,,,,,
1503752,je8005369,isopropyl ether,CC(C)OC(C)C,253.15,9990.0,771.35,,,,,,,,,,,,,
1503753,je8005369,isopropyl ether,CC(C)OC(C)C,253.15,15400.0,775.704,,,,,,,,,,,,,
1503754,je8005369,isopropyl ether,CC(C)OC(C)C,253.15,20740.0,779.692,,,,,,,,,,,,,
1503756,je8005369,isopropyl ether,CC(C)OC(C)C,263.15,4470.0,757.298,,,,,,,,,,,,,
1503757,je8005369,isopropyl ether,CC(C)OC(C)C,263.15,9490.0,761.805,,,,,,,,,,,,,
1503758,je8005369,isopropyl ether,CC(C)OC(C)C,263.15,14490.0,766.126,,,,,,,,,,,,,
1503759,je8005369,isopropyl ether,CC(C)OC(C)C,263.15,19640.0,770.142,,,,,,,,,,,,,
1503761,je8005369,isopropyl ether,CC(C)OC(C)C,273.15,4690.0,748.026,,,,,,,,,,,,,
1503762,je8005369,isopropyl ether,CC(C)OC(C)C,273.15,10010.0,753.179,,,,,,,,,,,,,
1503763,je8005369,isopropyl ether,CC(C)OC(C)C,273.15,15290.0,757.99,,,,,,,,,,,,,
1503764,je8005369,isopropyl ether,CC(C)OC(C)C,273.15,20420.0,762.359,,,,,,,,,,,,,
1503766,je8005369,isopropyl ether,CC(C)OC(C)C,283.15,4700.0,738.525,,,,,,,,,,,,,
1503767,je8005369,isopropyl ether,CC(C)OC(C)C,283.15,10100.0,744.147,,,,,,,,,,,,,
1503768,je8005369,isopropyl ether,CC(C)OC(C)C,283.15,15460.0,749.321,,,,,,,,,,,,,
1503769,je8005369,isopropyl ether,CC(C)OC(C)C,283.15,21360.0,754.612,,,,,,,,,,,,,
1503771,je8005369,isopropyl ether,CC(C)OC(C)C,293.15,4470.0,728.638,,,,,,,,,,,,,
1503772,je8005369,isopropyl ether,CC(C)OC(C)C,293.15,9590.0,734.393,,,,,,,,,,,,,
1503773,je8005369,isopropyl ether,CC(C)OC(C)C,293.15,14750.0,739.779,,,,,,,,,,,,,
1503774,je8005369,isopropyl ether,CC(C)OC(C)C,293.15,20450.0,745.301,,,,,,,,,,,,,
1503776,je8005369,isopropyl ether,CC(C)OC(C)C,303.15,4440.0,718.817,,,,,,,,,,,,,
1503777,je8005369,isopropyl ether,CC(C)OC(C)C,303.15,9500.0,725.014,,,,,,,,,,,,,
1503778,je8005369,isopropyl ether,CC(C)OC(C)C,303.15,14650.0,730.787,,,,,,,,,,,,,
1503779,je8005369,isopropyl ether,CC(C)OC(C)C,303.15,19650.0,735.942,,,,,,,,,,,,,
1503781,je8005369,isopropyl ether,CC(C)OC(C)C,313.15,4840.0,709.502,,,,,,,,,,,,,
1503782,je8005369,isopropyl ether,CC(C)OC(C)C,313.15,10140.0,716.438,,,,,,,,,,,,,
1503783,je8005369,isopropyl ether,CC(C)OC(C)C,313.15,15550.0,722.843,,,,,,,,,,,,,
1503784,je8005369,isopropyl ether,CC(C)OC(C)C,313.15,21490.0,729.298,,,,,,,,,,,,,
1503786,je8005369,isopropyl ether,CC(C)OC(C)C,323.15,4760.0,699.461,,,,,,,,,,,,,
1503787,je8005369,isopropyl ether,CC(C)OC(C)C,323.15,10370.0,707.408,,,,,,,,,,,,,
1503788,je8005369,isopropyl ether,CC(C)OC(C)C,323.15,15480.0,713.832,,,,,,,,,,,,,
1503789,je8005369,isopropyl ether,CC(C)OC(C)C,323.15,20780.0,720.04,,,,,,,,,,,,,
1503791,je8005369,isopropyl ether,CC(C)OC(C)C,333.15,4750.0,689.427,,,,,,,,,,,,,
1503792,je8005369,isopropyl ether,CC(C)OC(C)C,333.15,10360.0,697.963,,,,,,,,,,,,,
1503793,je8005369,isopropyl ether,CC(C)OC(C)C,333.15,15670.0,705.137,,,,,,,,,,,,,
1503794,je8005369,isopropyl ether,CC(C)OC(C)C,333.15,20890.0,711.63,,,,,,,,,,,,,
