;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Molar heat capacity at constant pressure, J/K/mol;Molar heat capacity at constant pressure, J/K/mol_std
148509;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;296.14;101.325;245.3;0.36795
148510;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;297.15;101.325;246.36;0.36954
148511;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;298.14;101.325;247.43;0.371145
148512;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;298.16;101.325;247.45;0.371175
148513;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;299.14;101.325;248.43;0.372645
148514;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;300.15;101.325;249.45;0.374175
148515;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;301.14;101.325;250.56;0.37584
148516;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;302.14;101.325;251.71;0.377565
148517;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;303.15;101.325;252.8;0.3792
148518;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;304.14;101.325;253.86;0.38079
148519;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;305.14;101.325;255.01;0.382515
148520;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;306.15;101.325;256.09;0.384135
148521;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;307.16;101.325;257.16;0.38574
148522;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;308.14;101.325;258.22;0.38733
148523;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;309.15;101.325;259.29;0.388935
148524;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;310.16;101.325;260.36;0.39054
148525;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;311.14;101.325;261.32;0.39198
148526;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;312.15;101.325;262.41;0.393615
148527;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;313.16;101.325;263.51;0.395265
148528;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;314.14;101.325;264.5;0.39675
148529;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;315.15;101.325;265.53;0.398295
148530;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;316.16;101.325;266.49;0.399735
148531;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;317.14;101.325;267.5;0.40125
148532;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;318.15;101.325;268.57;0.402855
148533;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;319.15;101.325;269.56;0.40434
148534;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;320.14;101.325;270.43;0.405645
148535;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;321.15;101.325;271.49;0.407235
148536;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;322.15;101.325;272.37;0.408555
148537;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;323.14;101.325;273.32;0.40998
148538;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;324.15;101.325;274.25;0.411375
148539;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;325.15;101.325;275.15;0.412725
148540;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;326.14;101.325;276.09;0.414135
148541;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;327.15;101.325;276.89;0.415335
148542;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;328.15;101.325;277.86;0.41679
148543;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;329.14;101.325;278.7;0.41805
148544;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;330.14;101.325;279.59;0.419385
148545;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;331.15;101.325;280.35;0.420525
148546;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;332.14;101.325;281.18;0.42177
148547;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;333.14;101.325;282.05;0.423075
148548;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;334.15;101.325;283.0;0.4245
148549;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;335.14;101.325;283.68;0.42552
148550;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;336.14;101.325;284.35;0.426525
148551;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;337.15;101.325;285.19;0.427785
148552;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;338.14;101.325;285.94;0.42891
148553;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;339.14;101.325;286.59;0.429885
148554;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;340.15;101.325;287.37;0.431055
148555;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;341.13;101.325;287.88;0.43182
148556;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;342.14;101.325;288.59;0.432885
148557;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;343.15;101.325;289.15;0.433725
148558;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;344.16;101.325;289.83;0.434745
148559;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;345.14;101.325;290.42;0.43563
148560;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;346.15;101.325;290.94;0.43641
148561;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;347.16;101.325;291.42;0.43713
148562;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;348.14;101.325;292.03;0.438045
148563;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;349.15;101.325;292.61;0.438915
148564;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;350.16;101.325;293.03;0.439545
148565;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;351.14;101.325;293.51;0.440265
148566;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;352.15;101.325;293.87;0.440805
148567;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;353.15;101.325;294.39;0.441585
148568;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;354.15;101.325;294.87;0.442305
148569;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;355.13;101.325;295.24;0.44286
148570;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;356.14;101.325;295.66;0.44349
148571;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;357.15;101.325;296.1;0.44415
148572;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;358.15;101.325;296.36;0.44454
148573;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;359.14;101.325;296.72;0.44508
148574;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;360.15;101.325;296.98;0.44547
148575;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;361.15;101.325;297.18;0.44577
148576;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;362.15;101.325;297.48;0.44622
148577;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;363.14;101.325;297.69;0.446535
148578;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;364.15;101.325;297.95;0.446925
148579;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;365.15;101.325;298.16;0.44724
148580;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;366.14;101.325;298.39;0.447585
148581;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;367.15;101.325;298.46;0.44769
148582;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;368.15;101.325;298.75;0.448125
148583;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;368.76;101.325;298.79;0.448185
148584;j.jct.2008.10.010;2-methyl-2-butanol;CCC(C)(C)O;75-85-4;InChIKey=MSXVEPNJUHWQHW-UHFFFAOYSA-N;298.15;101.325;247.44;0.37116
148587;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;284.16;101.325;170.24;0.25536
148588;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;285.15;101.325;170.99;0.256485
148589;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;286.16;101.325;171.81;0.257715
148590;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;287.14;101.325;172.53;0.258795
148591;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;288.15;101.325;173.41;0.260115
148592;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;289.16;101.325;174.28;0.26142
148593;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;290.14;101.325;175.01;0.262515
148594;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;291.15;101.325;175.87;0.263805
148595;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;292.16;101.325;176.75;0.265125
148596;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;293.14;101.325;177.58;0.26637
148597;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;294.15;101.325;178.43;0.267645
148598;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;295.16;101.325;179.3;0.26895
148599;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;296.14;101.325;180.09;0.270135
148600;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;297.15;101.325;180.97;0.271455
148601;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;298.14;101.325;181.8;0.2727
148602;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;298.16;101.325;181.83;0.272745
148603;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;299.14;101.325;182.68;0.27402
148604;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;300.15;101.325;183.51;0.275265
148605;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;301.16;101.325;184.44;0.27666
148606;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;302.14;101.325;185.33;0.277995
148607;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;303.15;101.325;186.22;0.27933
148608;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;304.16;101.325;187.09;0.280635
148609;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;305.14;101.325;188.03;0.282045
148610;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;306.15;101.325;188.94;0.28341
148611;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;307.16;101.325;189.83;0.284745
148612;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;308.14;101.325;190.71;0.286065
148613;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;309.15;101.325;191.61;0.287415
148614;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;310.16;101.325;192.53;0.288795
148615;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;311.14;101.325;193.42;0.29013
148616;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;312.15;101.325;194.35;0.291525
148617;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;313.16;101.325;195.28;0.29292
148618;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;314.14;101.325;196.15;0.294225
148619;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;315.15;101.325;197.1;0.29565
148620;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;316.16;101.325;198.01;0.297015
148621;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;317.14;101.325;198.91;0.298365
148622;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;318.15;101.325;199.88;0.29982
148623;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;319.15;101.325;200.81;0.301215
148624;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;320.14;101.325;201.63;0.302445
148625;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;321.15;101.325;202.63;0.303945
148626;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;322.15;101.325;203.57;0.305355
148627;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;323.14;101.325;204.44;0.30666
148628;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;324.15;101.325;205.36;0.30804
148629;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;325.15;101.325;206.28;0.30942
148630;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;326.16;101.325;207.24;0.31086
148631;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;327.15;101.325;208.09;0.312135
148632;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;328.15;101.325;209.05;0.313575
148633;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;329.14;101.325;209.96;0.31494
148634;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;330.14;101.325;210.87;0.316305
148635;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;331.15;101.325;211.73;0.317595
148636;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;332.14;101.325;212.64;0.31896
148637;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;333.14;101.325;213.55;0.320325
148638;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;334.15;101.325;214.51;0.321765
148639;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;335.16;101.325;215.32;0.32298
148640;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;336.14;101.325;216.18;0.32427
148641;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;337.15;101.325;217.08;0.32562
148642;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;338.16;101.325;218.05;0.327075
148643;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;339.14;101.325;218.88;0.32832
148644;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;340.15;101.325;219.81;0.329715
148645;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;341.16;101.325;220.6;0.3309
148646;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;342.14;101.325;221.48;0.33222
148647;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;343.15;101.325;222.33;0.333495
148648;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;344.16;101.325;223.27;0.334905
148649;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;345.14;101.325;224.05;0.336075
148650;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;346.15;101.325;224.85;0.337275
148651;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;347.16;101.325;225.68;0.33852
148652;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;348.14;101.325;226.51;0.339765
148653;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;349.15;101.325;227.32;0.34098
148654;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;350.15;101.325;228.13;0.342195
148655;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;351.14;101.325;228.9;0.34335
148656;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;352.15;101.325;229.66;0.34449
148657;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;353.15;101.325;230.44;0.34566
148658;j.jct.2008.10.010;cyclopentanol;OC1CCCC1;96-41-3;InChIKey=XCIXKGXIYUWCLL-UHFFFAOYSA-N;298.15;101.325;181.82;0.27273
230728;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;273.15;5000.0;103.1;0.5155
230729;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;5000.0;110.2;0.551
230730;j.jct.2011.06.019;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;5000.0;118.0;0.59
