,filename,components,smiles,"Speed of sound, m/s","Speed of sound, m/s_std"
1373559,je6005778,"1,3-butanediol",CC(O)CCO,1808.68,1.0
1373560,je6005778,"1,3-butanediol",CC(O)CCO,1765.94,1.0
1373561,je6005778,"1,3-butanediol",CC(O)CCO,1755.19,1.0
1373562,je6005778,"1,3-butanediol",CC(O)CCO,1811.64,1.0
1373563,je6005778,"1,3-butanediol",CC(O)CCO,1822.09,1.0
1373564,je6005778,"1,3-butanediol",CC(O)CCO,1801.68,1.0
1373565,je6005778,"1,3-butanediol",CC(O)CCO,1791.5,1.0
1373566,je6005778,"1,3-butanediol",CC(O)CCO,1833.59,1.0
1373567,je6005778,"1,3-butanediol",CC(O)CCO,1781.07,1.0
1373568,je6005778,"1,3-butanediol",CC(O)CCO,1537.73,0.5
1373569,je6005778,"1,3-butanediol",CC(O)CCO,1495.99,0.5
1373570,je6005778,"1,3-butanediol",CC(O)CCO,1523.31,0.5
1373571,je6005778,"1,3-butanediol",CC(O)CCO,1482.26,0.5
1373572,je6005778,"1,3-butanediol",CC(O)CCO,1509.72,0.5
1373573,je6005778,"1,3-butanediol",CC(O)CCO,1467.86,0.5
1376129,je700021f,nonane,CCCCCCCCC,1227.3,1.2273
1376130,je700021f,nonane,CCCCCCCCC,1207.2,1.2072
1376131,je700021f,nonane,CCCCCCCCC,1187.2,1.1872
1376132,je700021f,nonane,CCCCCCCCC,1167.3,1.1673
1376133,je700021f,nonane,CCCCCCCCC,1147.5,1.1475
1376134,je700021f,nonane,CCCCCCCCC,1127.8,1.1278
1376135,je700021f,nonane,CCCCCCCCC,1108.2,1.1082
1376136,je700021f,nonane,CCCCCCCCC,1088.7,1.0887
1376137,je700021f,nonane,CCCCCCCCC,1069.3,1.0693
1376138,je700021f,nonane,CCCCCCCCC,1050.0,1.05
1376139,je700021f,nonane,CCCCCCCCC,1030.8,1.0308
1376140,je700021f,nonane,CCCCCCCCC,1011.8,1.0118
1376141,je700021f,nonane,CCCCCCCCC,992.8,0.9928
1376142,je700021f,nonane,CCCCCCCCC,973.9,0.9739
1376143,je700021f,nonane,CCCCCCCCC,955.2,0.9552
1376144,je700021f,nonane,CCCCCCCCC,936.5,0.9365
1376145,je700021f,nonane,CCCCCCCCC,917.9,0.9179
1376146,je700021f,nonane,CCCCCCCCC,899.5,0.8995
1376147,je700021f,nonane,CCCCCCCCC,881.1,0.8811
1376148,je700021f,nonane,CCCCCCCCC,862.9,0.8629
1376149,je700021f,nonane,CCCCCCCCC,844.7,0.8447
1376150,je700021f,nonane,CCCCCCCCC,826.7,0.8267
1377181,je700029q,methanol,CO,1055.0,1.0
1377182,je700029q,methanol,CO,1006.0,1.0
1377183,je700029q,methanol,CO,1103.0,1.0
1377191,je700029q,1-propanol,CCCO,1155.0,1.0
1377192,je700029q,1-propanol,CCCO,1105.0,1.0
1377193,je700029q,1-propanol,CCCO,1207.0,1.0
1377201,je700029q,2-propanol,CC(C)O,1085.0,1.0
1377202,je700029q,2-propanol,CC(C)O,1031.0,1.0
1377203,je700029q,2-propanol,CC(C)O,1138.0,1.0
1388989,je7001804,methanol,CO,1169.5,0.05
1388990,je7001804,methanol,CO,1135.49,0.05
1388991,je7001804,methanol,CO,1102.29,0.05
1388992,je7001804,methanol,CO,1069.78,0.05
1388993,je7001804,methanol,CO,1037.71,0.05
1389000,je7001804,ethanol,CCO,1212.52,0.05
1389001,je7001804,ethanol,CCO,1177.69,0.05
1389002,je7001804,ethanol,CCO,1142.88,0.05
1389003,je7001804,ethanol,CCO,1109.16,0.05
1389004,je7001804,ethanol,CCO,1075.8,0.05
1389005,je7001804,ethanol,CCO,1042.79,0.05
1389013,je7001804,1-propanol,CCCO,1275.27,0.05
1389014,je7001804,1-propanol,CCCO,1239.86,0.05
1389015,je7001804,1-propanol,CCCO,1205.37,0.05
1389016,je7001804,1-propanol,CCCO,1171.41,0.05
1389017,je7001804,1-propanol,CCCO,1137.83,0.05
1389018,je7001804,1-propanol,CCCO,1104.4,0.05
1389019,je7001804,1-propanol,CCCO,1070.97,0.05
1405071,je700281z,1-butanol,CCCCO,1256.74,0.1
1405072,je700281z,1-butanol,CCCCO,1239.19,0.1
1405073,je700281z,1-butanol,CCCCO,1222.7,0.1
1405077,je700281z,2-(2-methoxyethoxy)ethanol,COCCOCCO,1432.37,0.1
1405078,je700281z,2-(2-methoxyethoxy)ethanol,COCCOCCO,1415.21,0.1
1405079,je700281z,2-(2-methoxyethoxy)ethanol,COCCOCCO,1397.93,0.1
1405083,je700281z,"3,6-dioxa-1-octanol",CCOCCOCCO,1392.35,0.1
1405084,je700281z,"3,6-dioxa-1-octanol",CCOCCOCCO,1374.35,0.1
1405085,je700281z,"3,6-dioxa-1-octanol",CCOCCOCCO,1356.6,0.1
1413624,je700338t,methanol,CO,1102.92,0.5
1413628,je700338t,tetrahydrofuran,C1CCOC1,1278.24,0.5
1426764,je7004374,"1,2-propanediol",CC(O)CO,1578.73,1.0
1426765,je7004374,"1,2-propanediol",CC(O)CO,1537.72,1.0
1426766,je7004374,"1,2-propanediol",CC(O)CO,1564.23,1.0
1426767,je7004374,"1,2-propanediol",CC(O)CO,1524.19,1.0
1426768,je7004374,"1,2-propanediol",CC(O)CO,1551.04,1.0
1426769,je7004374,"1,2-propanediol",CC(O)CO,1589.54,1.0
1426770,je7004374,"1,2-propanediol",CC(O)CO,1628.53,1.0
1426771,je7004374,"1,2-propanediol",CC(O)CO,1615.07,1.0
1426772,je7004374,"1,2-propanediol",CC(O)CO,1576.37,1.0
1426773,je7004374,"1,2-propanediol",CC(O)CO,1602.4,1.0
1426774,je7004374,"1,2-propanediol",CC(O)CO,1637.57,1.0
1426775,je7004374,"1,2-propanediol",CC(O)CO,1661.61,1.0
1426776,je7004374,"1,2-propanediol",CC(O)CO,1674.42,1.0
1426777,je7004374,"1,2-propanediol",CC(O)CO,1624.98,1.0
1426778,je7004374,"1,2-propanediol",CC(O)CO,1649.62,1.0
1426779,je7004374,"1,2-propanediol",CC(O)CO,1705.21,1.0
1426780,je7004374,"1,2-propanediol",CC(O)CO,1681.97,1.0
1426781,je7004374,"1,2-propanediol",CC(O)CO,1669.92,1.0
1426782,je7004374,"1,2-propanediol",CC(O)CO,1717.76,1.0
1426783,je7004374,"1,2-propanediol",CC(O)CO,1693.5,1.0
1426784,je7004374,"1,2-propanediol",CC(O)CO,1758.52,1.0
1426785,je7004374,"1,2-propanediol",CC(O)CO,1724.11,1.0
1426786,je7004374,"1,2-propanediol",CC(O)CO,1746.52,1.0
1426787,je7004374,"1,2-propanediol",CC(O)CO,1712.59,1.0
1426788,je7004374,"1,2-propanediol",CC(O)CO,1735.39,1.0
1426789,je7004374,"1,2-propanediol",CC(O)CO,1752.77,1.0
1426790,je7004374,"1,2-propanediol",CC(O)CO,1797.27,1.0
1426791,je7004374,"1,2-propanediol",CC(O)CO,1763.99,1.0
1426792,je7004374,"1,2-propanediol",CC(O)CO,1785.61,1.0
1426793,je7004374,"1,2-propanediol",CC(O)CO,1774.8,1.0
1426794,je7004374,"1,2-propanediol",CC(O)CO,1789.33,1.0
1426795,je7004374,"1,2-propanediol",CC(O)CO,1821.92,1.0
1426796,je7004374,"1,2-propanediol",CC(O)CO,1778.45,1.0
1426797,je7004374,"1,2-propanediol",CC(O)CO,1810.54,1.0
1426798,je7004374,"1,2-propanediol",CC(O)CO,1799.9,1.0
1426799,je7004374,"1,2-propanediol",CC(O)CO,1522.42,0.5
1426800,je7004374,"1,2-propanediol",CC(O)CO,1508.41,0.5
1426801,je7004374,"1,2-propanediol",CC(O)CO,1494.33,0.5
1426802,je7004374,"1,2-propanediol",CC(O)CO,1480.19,0.5
1426803,je7004374,"1,2-propanediol",CC(O)CO,1465.98,0.5
1426884,je7004374,"1,3-propanediol",OCCCO,1681.16,1.0
1426885,je7004374,"1,3-propanediol",OCCCO,1646.58,1.0
1426886,je7004374,"1,3-propanediol",OCCCO,1668.66,1.0
1426887,je7004374,"1,3-propanediol",OCCCO,1635.79,1.0
1426888,je7004374,"1,3-propanediol",OCCCO,1657.61,1.0
1426889,je7004374,"1,3-propanediol",OCCCO,1624.63,1.0
1426890,je7004374,"1,3-propanediol",OCCCO,1721.74,1.0
1426891,je7004374,"1,3-propanediol",OCCCO,1709.92,1.0
1426892,je7004374,"1,3-propanediol",OCCCO,1678.01,1.0
1426893,je7004374,"1,3-propanediol",OCCCO,1688.42,1.0
1426894,je7004374,"1,3-propanediol",OCCCO,1698.95,1.0
1426895,je7004374,"1,3-propanediol",OCCCO,1667.26,1.0
1426896,je7004374,"1,3-propanediol",OCCCO,1748.79,1.0
1426897,je7004374,"1,3-propanediol",OCCCO,1760.33,1.0
1426898,je7004374,"1,3-propanediol",OCCCO,1718.16,1.0
1426899,je7004374,"1,3-propanediol",OCCCO,1738.57,1.0
1426900,je7004374,"1,3-propanediol",OCCCO,1728.41,1.0
1426901,je7004374,"1,3-propanediol",OCCCO,1707.96,1.0
1426902,je7004374,"1,3-propanediol",OCCCO,1786.04,1.0
1426903,je7004374,"1,3-propanediol",OCCCO,1756.39,1.0
1426904,je7004374,"1,3-propanediol",OCCCO,1796.98,1.0
1426905,je7004374,"1,3-propanediol",OCCCO,1766.02,1.0
1426906,je7004374,"1,3-propanediol",OCCCO,1775.99,1.0
1426907,je7004374,"1,3-propanediol",OCCCO,1746.29,1.0
1426908,je7004374,"1,3-propanediol",OCCCO,1801.97,1.0
1426909,je7004374,"1,3-propanediol",OCCCO,1821.36,1.0
1426910,je7004374,"1,3-propanediol",OCCCO,1811.65,1.0
1426911,je7004374,"1,3-propanediol",OCCCO,1832.24,1.0
1426912,je7004374,"1,3-propanediol",OCCCO,1792.63,1.0
1426913,je7004374,"1,3-propanediol",OCCCO,1783.06,1.0
1426914,je7004374,"1,3-propanediol",OCCCO,1836.57,1.0
1426915,je7004374,"1,3-propanediol",OCCCO,1845.84,1.0
1426916,je7004374,"1,3-propanediol",OCCCO,1855.4,1.0
1426917,je7004374,"1,3-propanediol",OCCCO,1865.89,1.0
1426918,je7004374,"1,3-propanediol",OCCCO,1827.41,1.0
1426919,je7004374,"1,3-propanediol",OCCCO,1818.05,1.0
1426920,je7004374,"1,3-propanediol",OCCCO,1868.05,1.0
1426921,je7004374,"1,3-propanediol",OCCCO,1877.23,1.0
1426922,je7004374,"1,3-propanediol",OCCCO,1858.78,1.0
1426923,je7004374,"1,3-propanediol",OCCCO,1849.73,1.0
1426924,je7004374,"1,3-propanediol",OCCCO,1887.83,1.0
1426925,je7004374,"1,3-propanediol",OCCCO,1840.61,1.0
1426926,je7004374,"1,3-propanediol",OCCCO,1635.99,0.5
1426927,je7004374,"1,3-propanediol",OCCCO,1624.55,0.5
1426928,je7004374,"1,3-propanediol",OCCCO,1613.16,0.5
1426929,je7004374,"1,3-propanediol",OCCCO,1601.8,0.5
1426930,je7004374,"1,3-propanediol",OCCCO,1590.48,0.5
1426931,je7004374,"1,3-propanediol",OCCCO,1579.2,0.5
1434795,je7005727,1-butanol,CCCCO,1256.74,0.1
1434796,je7005727,1-butanol,CCCCO,1239.19,0.1
1434797,je7005727,1-butanol,CCCCO,1222.7,0.1
1434801,je7005727,1-pentanol,CCCCCO,1292.52,0.1
1434802,je7005727,1-pentanol,CCCCCO,1275.08,0.1
1434803,je7005727,1-pentanol,CCCCCO,1258.46,0.1
1434807,je7005727,1-hexanol,CCCCCCO,1320.32,0.1
1434808,je7005727,1-hexanol,CCCCCCO,1303.03,0.1
1434809,je7005727,1-hexanol,CCCCCCO,1286.34,0.1
1434813,je7005727,dibutyl ether,CCCCOCCCC,1181.82,0.1
1434814,je7005727,dibutyl ether,CCCCOCCCC,1161.19,0.1
1434815,je7005727,dibutyl ether,CCCCOCCCC,1142.07,0.1
1449736,je7007654,1-butanol,CCCCO,1240.5,0.1
1449737,je7007654,1-butanol,CCCCO,1226.5,0.1
1449738,je7007654,1-butanol,CCCCO,1209.8,0.1
1454359,je800077r,hexane,CCCCCC,1100.0,1.0
1454360,je800077r,hexane,CCCCCC,1078.0,1.0
1454361,je800077r,hexane,CCCCCC,1055.0,1.0
1455932,je800100,toluene,Cc1ccccc1,1304.6,1.0
1455934,je800100,xylene,Cc1ccccc1C,1344.0,1.0
1455936,je800100,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1310.1,1.0
1481328,je800244q,hexylene glycol,OCCCCCCO,1382.21,1.0
1481329,je800244q,hexylene glycol,OCCCCCCO,1443.49,1.0
1481330,je800244q,hexylene glycol,OCCCCCCO,1499.72,1.0
1481331,je800244q,hexylene glycol,OCCCCCCO,1551.74,1.0
1481332,je800244q,hexylene glycol,OCCCCCCO,1600.92,1.0
1481333,je800244q,hexylene glycol,OCCCCCCO,1646.87,1.0
1481334,je800244q,hexylene glycol,OCCCCCCO,1675.8,1.0
1481336,je800244q,hexylene glycol,OCCCCCCO,1336.94,1.0
1481337,je800244q,hexylene glycol,OCCCCCCO,1400.8,1.0
1481338,je800244q,hexylene glycol,OCCCCCCO,1459.19,1.0
1481339,je800244q,hexylene glycol,OCCCCCCO,1513.04,1.0
1481340,je800244q,hexylene glycol,OCCCCCCO,1563.06,1.0
1481341,je800244q,hexylene glycol,OCCCCCCO,1610.75,1.0
1481342,je800244q,hexylene glycol,OCCCCCCO,1640.79,1.0
1481346,je800244q,hexylene glycol,OCCCCCCO,1366.71,1.0
1481347,je800244q,hexylene glycol,OCCCCCCO,1428.84,1.0
1481348,je800244q,hexylene glycol,OCCCCCCO,1485.43,1.0
1481349,je800244q,hexylene glycol,OCCCCCCO,1538.07,1.0
1481350,je800244q,hexylene glycol,OCCCCCCO,1587.28,1.0
1481351,je800244q,hexylene glycol,OCCCCCCO,1633.95,1.0
1481352,je800244q,hexylene glycol,OCCCCCCO,1663.4,1.0
1481354,je800244q,hexylene glycol,OCCCCCCO,1323.03,1.0
1481355,je800244q,hexylene glycol,OCCCCCCO,1387.64,1.0
1481356,je800244q,hexylene glycol,OCCCCCCO,1446.54,1.0
1481357,je800244q,hexylene glycol,OCCCCCCO,1501.05,1.0
1481358,je800244q,hexylene glycol,OCCCCCCO,1551.63,1.0
1481359,je800244q,hexylene glycol,OCCCCCCO,1599.58,1.0
1481360,je800244q,hexylene glycol,OCCCCCCO,1629.89,1.0
1481363,je800244q,hexylene glycol,OCCCCCCO,1351.38,1.0
1481364,je800244q,hexylene glycol,OCCCCCCO,1414.58,1.0
1481365,je800244q,hexylene glycol,OCCCCCCO,1472.1,1.0
1481366,je800244q,hexylene glycol,OCCCCCCO,1525.17,1.0
1481367,je800244q,hexylene glycol,OCCCCCCO,1575.12,1.0
1481368,je800244q,hexylene glycol,OCCCCCCO,1622.14,1.0
1481369,je800244q,hexylene glycol,OCCCCCCO,1651.78,1.0
1481371,je800244q,hexylene glycol,OCCCCCCO,1308.8,1.0
1481372,je800244q,hexylene glycol,OCCCCCCO,1374.46,1.0
1481373,je800244q,hexylene glycol,OCCCCCCO,1434.25,1.0
1481374,je800244q,hexylene glycol,OCCCCCCO,1489.27,1.0
1481375,je800244q,hexylene glycol,OCCCCCCO,1539.51,1.0
1481376,je800244q,hexylene glycol,OCCCCCCO,1588.48,1.0
1481377,je800244q,hexylene glycol,OCCCCCCO,1619.25,1.0
1481378,je800244q,hexylene glycol,OCCCCCCO,1326.41,0.5
1481379,je800244q,hexylene glycol,OCCCCCCO,1310.73,0.5
1481380,je800244q,hexylene glycol,OCCCCCCO,1295.21,0.5
1481381,je800244q,hexylene glycol,OCCCCCCO,1279.85,0.5
1481382,je800244q,hexylene glycol,OCCCCCCO,1264.65,0.5
1481383,je800244q,hexylene glycol,OCCCCCCO,1249.6,0.5
1481384,je800244q,hexylene glycol,OCCCCCCO,1234.72,0.5
1485345,je8002699,ethylbenzene,CCc1ccccc1,1335.0,0.0001
1485346,je8002699,ethylbenzene,CCc1ccccc1,1289.0,0.0001
1485347,je8002699,ethylbenzene,CCc1ccccc1,1204.0,0.0001
1509362,je800594e,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1350.7,0.5
1509363,je800594e,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1329.6,0.5
1509364,je800594e,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1308.4,0.5
1509365,je800594e,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1287.4,0.5
1509366,je800594e,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1266.4,0.5
1509373,je800594e,octane,CCCCCCCC,1213.6,0.5
1509374,je800594e,octane,CCCCCCCC,1192.9,0.5
1509375,je800594e,octane,CCCCCCCC,1171.9,0.5
1509376,je800594e,octane,CCCCCCCC,1150.9,0.5
1509377,je800594e,octane,CCCCCCCC,1130.3,0.5
1528704,je8009336,cyclopentane,C1CCCC1,1130.0,1.0
1528709,je8009336,cyclohexane,C1CCCCC1,1181.7,1.0
1528714,je8009336,methylcyclohexane,CC1CCCCC1,1149.6,1.0
1528719,je8009336,benzene,c1ccccc1,1230.5,1.0
1528724,je8009336,toluene,Cc1ccccc1,1240.9,1.0
1528729,je8009336,ethylbenzene,CCc1ccccc1,1257.3,1.0
1529874,je8009418,1-pentanol,CCCCCO,1275.24,0.5
1529881,je8009418,1-pentanol,CCCCCO,1371.49,1.0
1529882,je8009418,1-pentanol,CCCCCO,1355.47,1.0
1529883,je8009418,1-pentanol,CCCCCO,1339.33,1.0
1529884,je8009418,1-pentanol,CCCCCO,1323.46,1.0
1529885,je8009418,1-pentanol,CCCCCO,1292.04,1.0
1529886,je8009418,1-pentanol,CCCCCO,1308.45,1.0
1529887,je8009418,1-pentanol,CCCCCO,1439.68,1.0
1529888,je8009418,1-pentanol,CCCCCO,1394.79,1.0
1529889,je8009418,1-pentanol,CCCCCO,1380.74,1.0
1529890,je8009418,1-pentanol,CCCCCO,1424.76,1.0
1529891,je8009418,1-pentanol,CCCCCO,1365.43,1.0
1529892,je8009418,1-pentanol,CCCCCO,1409.73,1.0
1529893,je8009418,1-pentanol,CCCCCO,1501.59,1.0
1529894,je8009418,1-pentanol,CCCCCO,1431.27,1.0
1529895,je8009418,1-pentanol,CCCCCO,1459.02,1.0
1529896,je8009418,1-pentanol,CCCCCO,1487.07,1.0
1529897,je8009418,1-pentanol,CCCCCO,1445.47,1.0
1529898,je8009418,1-pentanol,CCCCCO,1472.84,1.0
1529899,je8009418,1-pentanol,CCCCCO,1530.59,1.0
1529900,je8009418,1-pentanol,CCCCCO,1504.83,1.0
1529901,je8009418,1-pentanol,CCCCCO,1517.53,1.0
1529902,je8009418,1-pentanol,CCCCCO,1544.35,1.0
1529903,je8009418,1-pentanol,CCCCCO,1491.19,1.0
1529904,je8009418,1-pentanol,CCCCCO,1558.29,1.0
1529905,je8009418,1-pentanol,CCCCCO,1559.24,1.0
1529906,je8009418,1-pentanol,CCCCCO,1597.6,1.0
1529907,je8009418,1-pentanol,CCCCCO,1571.63,1.0
1529908,je8009418,1-pentanol,CCCCCO,1584.09,1.0
1529909,je8009418,1-pentanol,CCCCCO,1546.38,1.0
1529910,je8009418,1-pentanol,CCCCCO,1611.23,1.0
1529911,je8009418,1-pentanol,CCCCCO,1634.58,1.0
1529912,je8009418,1-pentanol,CCCCCO,1610.72,1.0
1529913,je8009418,1-pentanol,CCCCCO,1647.33,1.0
1529914,je8009418,1-pentanol,CCCCCO,1598.1,1.0
1529915,je8009418,1-pentanol,CCCCCO,1659.95,1.0
1529916,je8009418,1-pentanol,CCCCCO,1622.45,1.0
1529917,je8009418,1-pentanol,CCCCCO,1691.4,1.0
1529918,je8009418,1-pentanol,CCCCCO,1666.32,1.0
1529919,je8009418,1-pentanol,CCCCCO,1654.25,1.0
1529920,je8009418,1-pentanol,CCCCCO,1630.77,1.0
1529921,je8009418,1-pentanol,CCCCCO,1642.93,1.0
1529922,je8009418,1-pentanol,CCCCCO,1678.66,1.0
1529929,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1177.79,0.5
1529936,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1290.79,1.0
1529937,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1274.22,1.0
1529938,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1258.55,1.0
1529939,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1242.61,1.0
1529940,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1226.63,1.0
1529941,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1210.4,1.0
1529942,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1369.65,1.0
1529943,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1339.71,1.0
1529944,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1324.91,1.0
1529945,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1354.4,1.0
1529946,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1310.06,1.0
1529947,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1295.23,1.0
1529948,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1412.26,1.0
1529949,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1440.87,1.0
1529950,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1398.03,1.0
1529951,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1384.09,1.0
1529952,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1426.29,1.0
1529953,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1370.11,1.0
1529954,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1478.06,1.0
1529955,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1464.69,1.0
1529956,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1505.95,1.0
1529957,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1491.48,1.0
1529958,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1451.15,1.0
1529959,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1437.9,1.0
1529960,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1551.92,1.0
1529961,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1538.62,1.0
1529962,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1512.77,1.0
1529963,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1566.11,1.0
1529964,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1525.64,1.0
1529965,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1499.85,1.0
1529966,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1608.65,1.0
1529967,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1569.88,1.0
1529968,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1595.59,1.0
1529969,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1623.13,1.0
1529970,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1582.62,1.0
1529971,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1557.15,1.0
1529972,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1606.18,1.0
1529973,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1631.38,1.0
1529974,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1644.42,1.0
1529975,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1618.96,1.0
1529976,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1658.53,1.0
1529977,je8009418,2-methyl-2-butanol,CCC(C)(C)O,1593.86,1.0
1529984,je8009418,cyclopentanol,OC1CCCC1,1435.11,0.5
1529991,je8009418,cyclopentanol,OC1CCCC1,1519.52,1.0
1529992,je8009418,cyclopentanol,OC1CCCC1,1500.37,1.0
1529993,je8009418,cyclopentanol,OC1CCCC1,1482.15,1.0
1529994,je8009418,cyclopentanol,OC1CCCC1,1464.83,1.0
1529995,je8009418,cyclopentanol,OC1CCCC1,1447.62,1.0
1529996,je8009418,cyclopentanol,OC1CCCC1,1430.75,1.0
1529997,je8009418,cyclopentanol,OC1CCCC1,1576.3,1.0
1529998,je8009418,cyclopentanol,OC1CCCC1,1540.43,1.0
1529999,je8009418,cyclopentanol,OC1CCCC1,1524.45,1.0
1530000,je8009418,cyclopentanol,OC1CCCC1,1557.78,1.0
1530001,je8009418,cyclopentanol,OC1CCCC1,1508.35,1.0
1530002,je8009418,cyclopentanol,OC1CCCC1,1492.37,1.0
1530003,je8009418,cyclopentanol,OC1CCCC1,1595.06,1.0
1530004,je8009418,cyclopentanol,OC1CCCC1,1629.14,1.0
1530005,je8009418,cyclopentanol,OC1CCCC1,1579.44,1.0
1530006,je8009418,cyclopentanol,OC1CCCC1,1563.96,1.0
1530007,je8009418,cyclopentanol,OC1CCCC1,1611.51,1.0
1530008,je8009418,cyclopentanol,OC1CCCC1,1548.63,1.0
1530009,je8009418,cyclopentanol,OC1CCCC1,1645.63,1.0
1530010,je8009418,cyclopentanol,OC1CCCC1,1630.62,1.0
1530011,je8009418,cyclopentanol,OC1CCCC1,1677.79,1.0
1530012,je8009418,cyclopentanol,OC1CCCC1,1660.96,1.0
1530013,je8009418,cyclopentanol,OC1CCCC1,1616.12,1.0
1530014,je8009418,cyclopentanol,OC1CCCC1,1601.42,1.0
1530015,je8009418,cyclopentanol,OC1CCCC1,1707.2,1.0
1530016,je8009418,cyclopentanol,OC1CCCC1,1692.59,1.0
1530017,je8009418,cyclopentanol,OC1CCCC1,1664.14,1.0
1530018,je8009418,cyclopentanol,OC1CCCC1,1723.91,1.0
1530019,je8009418,cyclopentanol,OC1CCCC1,1678.03,1.0
1530020,je8009418,cyclopentanol,OC1CCCC1,1650.3,1.0
1530021,je8009418,cyclopentanol,OC1CCCC1,1751.19,1.0
1530022,je8009418,cyclopentanol,OC1CCCC1,1709.54,1.0
1530023,je8009418,cyclopentanol,OC1CCCC1,1737.24,1.0
1530024,je8009418,cyclopentanol,OC1CCCC1,1767.22,1.0
1530025,je8009418,cyclopentanol,OC1CCCC1,1722.96,1.0
1530026,je8009418,cyclopentanol,OC1CCCC1,1695.85,1.0
1530027,je8009418,cyclopentanol,OC1CCCC1,1738.58,1.0
1530028,je8009418,cyclopentanol,OC1CCCC1,1765.46,1.0
1530029,je8009418,cyclopentanol,OC1CCCC1,1779.31,1.0
1530030,je8009418,cyclopentanol,OC1CCCC1,1751.59,1.0
1530031,je8009418,cyclopentanol,OC1CCCC1,1794.98,1.0
1530032,je8009418,cyclopentanol,OC1CCCC1,1725.29,1.0
1532459,je800981d,ethanol,CCO,1146.0,1.0
1532460,je800981d,ethanol,CCO,1093.0,1.0
1532461,je800981d,ethanol,CCO,1043.0,1.0
1532469,je800981d,1-propanol,CCCO,1207.0,1.0
1532470,je800981d,1-propanol,CCCO,1155.0,1.0
1532471,je800981d,1-propanol,CCCO,1105.0,1.0
1552499,je900237e,benzene,c1ccccc1,1298.0,1.0
1552501,je900237e,toluene,Cc1ccccc1,1305.0,1.0
1552503,je900237e,xylene,Cc1ccccc1C,1344.0,1.0
1552505,je900237e,"1,4-dimethylbenzene",Cc1ccc(C)cc1,1310.0,1.0
1555957,je900274n,1-propanol,CCCO,1207.0,1.0
1555960,je900274n,methyl tert-butyl ether,COC(C)(C)C,1037.0,1.0
1555963,je900274n,isopropyl ether,CC(C)OC(C)C,997.0,1.0
1555966,je900274n,tert-amyl methyl ether,CCC(C)(C)OC,1116.0,1.0
1564481,je9003959,water,O,1482.72,0.29
1564482,je9003959,water,O,1496.94,0.29
1564483,je9003959,water,O,1509.36,0.29
1564484,je9003959,water,O,1529.06,0.29
1564485,je9003959,water,O,1542.73,0.29
1568546,je900442b,methanol,CO,1109.0,1.109
1568547,je900442b,methanol,CO,1092.0,1.092
1568548,je900442b,methanol,CO,1074.0,1.074
1568549,je900442b,methanol,CO,1060.0,1.06
1570487,je900468u,cyclohexane,C1CCCCC1,1329.0,1.0
